product_id,product_name,vintage_label,evidence_id,source_domain,source_type,source_url,ocr_priority,ocr_gap_category,capture_status,processed_status,model_route,model_status,review_status,recommended_next_action,missing_fields,candidate_only,manual_verified
campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,campbells_tomato_soup_evidence_8,www.campbells.com,panel_crop,https://www.campbells.com/products/condensed/family-size-tomato-soup/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,campbells_tomato_soup_evidence_9,www.campbells.com,panel_crop,https://www.campbells.com/tomato-soup/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
cheerios_original,Cheerios Original,current_2020s,cheerios_original_evidence_8,www.cheerios.com,panel_crop,https://www.cheerios.com/products/original-cheerios,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
coca_cola_classic,Coca-Cola Classic,current_2020s,coca_cola_classic_evidence_6,www.coca-cola.com,panel_crop,https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,doritos_nacho_cheese_evidence_10,smartlabel.pepsico.info,panel_crop,https://smartlabel.pepsico.info/028400017305-0007-en-US/index.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
doritos_nacho_cheese,Doritos Nacho Cheese,2010s;current_2020s,doritos_nacho_cheese_evidence_7,www.heb.com,panel_crop,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,doritos_nacho_cheese_evidence_8,wvww.gardengrocer.com,panel_crop,https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
doritos_nacho_cheese,Doritos Nacho Cheese,current_2020s,doritos_nacho_cheese_evidence_9,www.kroger.com,panel_crop,https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,heinz_tomato_ketchup_evidence_6,www.walmart.com,panel_crop,https://www.walmart.com/ip/20971263,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,heinz_tomato_ketchup_evidence_7,www.walmart.com,panel_crop,https://www.walmart.com/ip/19362103123,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,heinz_tomato_ketchup_evidence_8,www.heinz.com,panel_crop,https://www.heinz.com/products/00013000006408-tomato-ketchup,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
heinz_tomato_ketchup,Heinz Tomato Ketchup,current_2020s,heinz_tomato_ketchup_evidence_9,www.henderson-foodservice.com,panel_crop,https://www.henderson-foodservice.com/productpdf/download/file/id/1366/name/Heinz_Tomato_Ketchup_%25282x4Ltr%2529.pdf/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,kraft_macaroni_and_cheese_original_evidence_10,giantfood.com,panel_crop,https://giantfood.com/groceries/rice-pasta-beans/packaged-meals-sides/macaroni-cheese/macaroni-cheese-boxed/kraft-original-flavor-mac-cheese-dinner-725-oz-box.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,kraft_macaroni_and_cheese_original_evidence_11,www.super99.com,panel_crop,https://www.super99.com/20113956-kraft-macaroni-and-cheese-original-156g,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,kraft_macaroni_and_cheese_original_evidence_8,www.walmart.com,panel_crop,https://www.walmart.com/ip/1178903502,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,current_2020s,kraft_macaroni_and_cheese_original_evidence_9,www.walmart.com,panel_crop,https://www.walmart.com/ip/10295759,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_big_mac,McDonald's Big Mac,2000s;2010s,mcdonalds_big_mac_evidence_4,www.canceredinstitute.org,panel_crop,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_big_mac,McDonald's Big Mac,current_2020s,mcdonalds_big_mac_evidence_5,www.mcdonalds.com,panel_crop,https://www.mcdonalds.com/us/es-us/product/big-mac.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_big_mac,McDonald's Big Mac,current_2020s,mcdonalds_big_mac_evidence_6,www.mcdonalds.com,panel_crop,https://www.mcdonalds.com/us/en-us/product/big-mac.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s;2010s,mcdonalds_chicken_mcnuggets_evidence_4,s3.amazonaws.com,panel_crop,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s;2010s,mcdonalds_chicken_mcnuggets_evidence_5,www.canceredinstitute.org,panel_crop,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2010s,mcdonalds_chicken_mcnuggets_evidence_6,krissyowens.com,panel_crop,https://krissyowens.com/wp-content/uploads/2017/09/McDonalds-Allergen-Guide.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,current_2020s,mcdonalds_chicken_mcnuggets_evidence_7,www.mcdonalds.com,panel_crop,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,current_2020s,mcdonalds_chicken_mcnuggets_evidence_8,www.mcdonalds.com,panel_crop,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-50-piece.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,ewg_oreo_current,www.ewg.org,panel_crop,https://www.ewg.org/foodscores/products/0044000051617-OreoChocolateOriginalFlavorSandwichCookies/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2010s,ewg_oreo_winter_2010,www.ewg.org,panel_crop,https://www.ewg.org/foodscores/products/044000081034-OreoChocolateSandwichCookiesOriginalWinter/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,kroger_oreo_current,www.kroger.com,panel_crop,https://www.kroger.com/p/nabisco-original-oreos/0004400003202,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,smartlabel_oreo_143,smartlabel.mondelez.info,panel_crop,https://smartlabel.mondelez.info/00044000033262-0001-en-US/index.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,current_2020s,walmart_oreo_current,business.walmart.com,panel_crop,https://business.walmart.com/ip/Oreo-Original-Cookie-13-29-oz/16255757318,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,current_2020s,poptarts_frosted_strawberry_evidence_10,www.poptarts.com,panel_crop,https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html?bvstate=pg%3A15%2Fct%3Ar,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,2010s,poptarts_frosted_strawberry_evidence_6,www.foodrepo.org,panel_crop,https://www.foodrepo.org/en/products/47947,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,current_2020s,poptarts_frosted_strawberry_evidence_7,smartlabel.kelloggs.com,panel_crop,https://smartlabel.kelloggs.com/Product/Index/038000317316,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,current_2020s,poptarts_frosted_strawberry_evidence_8,www.poptarts.com,panel_crop,https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,current_2020s,poptarts_frosted_strawberry_evidence_9,www.walmart.com,panel_crop,https://www.walmart.com/ip/759722026,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label,campbells_tomato_soup_evidence_0,www.flickr.com,panel_crop,https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label;1980s_or_earlier,campbells_tomato_soup_evidence_1,commons.wikimedia.org,panel_crop,https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Condensed_Tomato_Soup%2C_1905.jpg,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label,campbells_tomato_soup_evidence_2,www.flickr.com,panel_crop,https://www.flickr.com/photos/library_of_congress/50251904946,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label;1980s_or_earlier,campbells_tomato_soup_evidence_3,www.loc.gov,panel_crop,https://www.loc.gov/pictures/item/2020736882/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
cheerios_original,Cheerios Original,earliest_verified_label;1980s_or_earlier,cheerios_original_evidence_0,www.flickr.com,panel_crop,https://www.flickr.com/photos/25692985%40N07/5938738892,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
cheerios_original,Cheerios Original,earliest_verified_label;1980s_or_earlier,cheerios_original_evidence_2,www.flickr.com,panel_crop,https://www.flickr.com/photos/25692985%40N07/3523028765/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
cheerios_original,Cheerios Original,earliest_verified_label,cheerios_original_evidence_3,www.flickr.com,panel_crop,https://www.flickr.com/photos/jasonliebigstuff/4350285509,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
cheerios_original,Cheerios Original,1980s_or_earlier,cheerios_original_evidence_4,www.flickr.com,panel_crop,https://www.flickr.com/photos/jasonliebigstuff/533392194,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
cheerios_original,Cheerios Original,1990s,cheerios_original_evidence_5,theimaginaryworld.com,panel_crop,https://theimaginaryworld.com/cbarch.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
cheerios_original,Cheerios Original,1990s,cheerios_original_evidence_6,www.flickr.com,panel_crop,https://www.flickr.com/photos/jasonliebigstuff/albums/72157613304350260/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
coca_cola_classic,Coca-Cola Classic,earliest_verified_label;1980s_or_earlier,coca_cola_classic_evidence_0,commons.wikimedia.org,panel_crop,https://commons.wikimedia.org/wiki/File%3AOld_coca_cola_cans_1952.jpg,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
coca_cola_classic,Coca-Cola Classic,earliest_verified_label;2000s,coca_cola_classic_evidence_2,www.flickr.com,panel_crop,https://www.flickr.com/photos/jasonliebigstuff/3267332145/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
coca_cola_classic,Coca-Cola Classic,earliest_verified_label;2000s,coca_cola_classic_evidence_3,www.flickr.com,panel_crop,https://www.flickr.com/photos/roitberg/6351768138,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
coca_cola_classic,Coca-Cola Classic,1990s,coca_cola_classic_evidence_4,www.flickr.com,panel_crop,https://www.flickr.com/photos/therog77/3200756272/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
doritos_nacho_cheese,Doritos Nacho Cheese,earliest_verified_label;1980s_or_earlier,doritos_nacho_cheese_evidence_0,www.flickr.com,panel_crop,https://www.flickr.com/photos/jasonliebigstuff/3496903865,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,gpt55_review_batch,planned,needs_source_review,"Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear.","ingredient/nutrition panel crop, including serving size and net-weight if visible",1,0
