product_id,product_name,vintage_label,evidence_id,source_domain,source_type,source_url,ocr_priority,ocr_gap_category,capture_status,processed_status,ocr_status,ocr_line_count,model_route,model_status,review_status,recommended_next_action,missing_fields,candidate_only,manual_verified
kit_kat_bar,Kit Kat Bar,2002,cwa_item_triage_kit_kat_bar_048074b72f,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
kit_kat_bar,Kit Kat Bar,2007,cwa_item_triage_kit_kat_bar_7d8d5f75c1,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2007-kit-kat/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
kit_kat_bar,Kit Kat Bar,2000,cwa_item_triage_kit_kat_bar_b6403000eb,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
kit_kat_bar,Kit Kat Bar,2006,cwa_item_triage_kit_kat_bar_c130111192,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2006-kit-kat/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
milky_way_bar,Milky Way Bar,1950s,cwa_item_triage_milky_way_bar_522c99a44a,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1950s-milky-way-2/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
milky_way_bar,Milky Way Bar,1958,cwa_item_triage_milky_way_bar_e949e52021,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1958-milky-way/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
snickers_bar,Snickers Bar,1983,cwa_item_triage_snickers_bar_08d83cf3a3,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1983-snickers/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
snickers_bar,Snickers Bar,1950s,cwa_item_triage_snickers_bar_0c0135e509,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1950s-snickers/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
snickers_bar,Snickers Bar,2002,cwa_item_triage_snickers_bar_161988f704,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2002-snickers/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
snickers_bar,Snickers Bar,1990,cwa_item_triage_snickers_bar_fcd9088312,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1990-snickers/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
twix_bar,Twix Bar,2009,cwa_item_triage_twix_bar_14f904c119,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2009-twix/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
twix_bar,Twix Bar,2006,cwa_item_triage_twix_bar_7ae0543a5c,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2006-twix/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
twix_bar,Twix Bar,2004,cwa_item_triage_twix_bar_c09c4471e1,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2004-twix/,high,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,1930s,cwa_item_triage_butterfinger_bar_5785e88263,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,1936,cwa_item_triage_butterfinger_bar_68efbe7b19,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1908,cwa_item_triage_hersheys_milk_chocolate_bar_231b7fb330,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1908-hershey-wrapper/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1910,cwa_item_triage_hersheys_milk_chocolate_bar_cd1d18be4c,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1910-hershey/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mms_milk_chocolate,M&M's Milk Chocolate Candies,1997,cwa_item_triage_mms_milk_chocolate_5e1f429701,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1997-mm/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mms_milk_chocolate,M&M's Milk Chocolate Candies,1970s,cwa_item_triage_mms_milk_chocolate_d83e2731e3,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1970s-mms/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1940s,cwa_item_triage_reeses_peanut_butter_cups_16f603918d,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1940s-reeses-bag/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1970s,cwa_item_triage_reeses_peanut_butter_cups_230caf8f25,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1970s-reeses/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,1975,cwa_item_triage_butterfinger_bar_2e6e39dbff,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1975-butterfinger/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,1950,cwa_item_triage_butterfinger_bar_2f332a9dd7,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1950-butterfinger-2/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,1964,cwa_item_triage_butterfinger_bar_a172a7e8d6,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1964-butterfinger/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,2002,cwa_item_triage_butterfinger_bar_b2f39e327d,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2002-butterfinger/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,1980s,cwa_item_triage_butterfinger_bar_e1644c072c,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1980s-butterfinger/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
butterfinger_bar,Butterfinger Bar,2009,cwa_item_triage_butterfinger_bar_ede8d82563,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2009-butterfinger/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1950s,cwa_item_triage_hersheys_milk_chocolate_bar_7f7eac522f,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1950s-hershey/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1930s,cwa_item_triage_hersheys_milk_chocolate_bar_ac748c6882,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1930s-hershey/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1940,cwa_item_triage_hersheys_milk_chocolate_bar_b812edc4a8,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1940-hershey/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1960s,cwa_item_triage_hersheys_milk_chocolate_bar_e8d47584d9,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1960s-hershey/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mms_milk_chocolate,M&M's Milk Chocolate Candies,1998,cwa_item_triage_mms_milk_chocolate_5059214ea3,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1998-mm/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mms_milk_chocolate,M&M's Milk Chocolate Candies,1998,cwa_item_triage_mms_milk_chocolate_b41dc7b4eb,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1998-mm-2/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mms_milk_chocolate,M&M's Milk Chocolate Candies,1997,cwa_item_triage_mms_milk_chocolate_e4332f25df,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1997-mm-2/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2003,cwa_item_triage_reeses_peanut_butter_cups_26454dd671,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2003-reeses/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2002,cwa_item_triage_reeses_peanut_butter_cups_4e00d21fa0,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2002-reeses/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2005,cwa_item_triage_reeses_peanut_butter_cups_71e56f2592,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/2005-reeses/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1991,cwa_item_triage_reeses_peanut_butter_cups_977261d2e7,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1991-reeses/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1980s,cwa_item_triage_reeses_peanut_butter_cups_ea9a77a40f,www.candywrapperarchive.com,collection_item_candidate,https://www.candywrapperarchive.com/candy-collector/1980s-reeses/,medium,source_page_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
