run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_type,proof_lane,proof_lane_rank,ocr_gap_category,ocr_priority,capture_status,processed_status,original_sha256,processed_sha256,cleanup_actions,ready_for_ocr,candidate_only
public-photo-ocr-v1,doritos_nacho_cheese_evidence_6,doritos_nacho_cheese,Doritos Nacho Cheese,2000s bridge; 2010s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,857785e4dedf0f95581360c24d1ca2171d8e1a02f006fac1f8bf0c1bb379a65c,857785e4dedf0f95581360c24d1ca2171d8e1a02f006fac1f8bf0c1bb379a65c,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,frenchs_yellow_mustard__2000s__811__1,frenchs_yellow_mustard,French's Classic Yellow Mustard,2000s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,be51d7d1baf22ed6b1c6ba2858049018d21a663119d1ad3cbaf4dc58b568e15d,be51d7d1baf22ed6b1c6ba2858049018d21a663119d1ad3cbaf4dc58b568e15d,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,frenchs_yellow_mustard__earliest_verified_label__811__1,frenchs_yellow_mustard,French's Classic Yellow Mustard,Earliest label hunt,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,be51d7d1baf22ed6b1c6ba2858049018d21a663119d1ad3cbaf4dc58b568e15d,be51d7d1baf22ed6b1c6ba2858049018d21a663119d1ad3cbaf4dc58b568e15d,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,gatorade_lemon_lime__1980s_or_earlier__660__2,gatorade_lemon_lime,Gatorade Lemon-Lime,1980s or earlier lead,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,9265f37ff199679d208d37c382f7d46557f4613eddd3634b45dece87e83c562a,9265f37ff199679d208d37c382f7d46557f4613eddd3634b45dece87e83c562a,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,gatorade_lemon_lime__earliest_verified_label__660__4,gatorade_lemon_lime,Gatorade Lemon-Lime,Earliest label hunt,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,9265f37ff199679d208d37c382f7d46557f4613eddd3634b45dece87e83c562a,9265f37ff199679d208d37c382f7d46557f4613eddd3634b45dece87e83c562a,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,hersheys_milk_chocolate_bar__2000s__152__2,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,2000s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,0cc114b265248a59a07299d73541b2d4221ba4be4c5b4a1a1b6f889e495ede08,0cc114b265248a59a07299d73541b2d4221ba4be4c5b4a1a1b6f889e495ede08,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,hostess_cupcakes__2010s__970__1,hostess_cupcakes,Hostess CupCakes,2010s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,301198ee0c7365bddb76d73e5f8cd09acb6b8d9eb38f9a01f8cd65b0e4f2f54e,301198ee0c7365bddb76d73e5f8cd09acb6b8d9eb38f9a01f8cd65b0e4f2f54e,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,jif_creamy_peanut_butter__2010s__187__1,jif_creamy_peanut_butter,Jif Creamy Peanut Butter,2010s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,99e843ddee8d5d0f6e8d9dd3dd353eda92d73280ebfafb124494ce889669229d,99e843ddee8d5d0f6e8d9dd3dd353eda92d73280ebfafb124494ce889669229d,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,corn_flakes__2010s__149__1,corn_flakes,Kellogg's Corn Flakes,2010s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,cb9db23e4d883c6d9bf0e6ba733dad97e7459e3ada2d18f26005f883b1b63c91,cb9db23e4d883c6d9bf0e6ba733dad97e7459e3ada2d18f26005f883b1b63c91,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,mountain_dew_original__2000s__994__1,mountain_dew_original,Mountain Dew Original,2000s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,22bc05b5895fef12b00678ce6d099e220e3d33aa972868d00d0367532435ff5c,22bc05b5895fef12b00678ce6d099e220e3d33aa972868d00d0367532435ff5c,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,philadelphia_cream_cheese_original__earliest_verified_label__1063__2,philadelphia_cream_cheese_original,Philadelphia Original Cream Cheese,Earliest label hunt,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,33a3965ff0c862450d531fee76ff80735f43ac459756401e5fd0a8497036115c,33a3965ff0c862450d531fee76ff80735f43ac459756401e5fd0a8497036115c,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,philadelphia_cream_cheese_original__earliest_verified_label__212__1,philadelphia_cream_cheese_original,Philadelphia Original Cream Cheese,Earliest label hunt,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,773ffbd309a0da8933fb7bd8ba2a9018a12d65db1d1f63a3860787c53932146d,773ffbd309a0da8933fb7bd8ba2a9018a12d65db1d1f63a3860787c53932146d,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,quaker_old_fashioned_oats__1980s_or_earlier__664__1,quaker_old_fashioned_oats,Quaker Old Fashioned Oats,1980s or earlier lead,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,eec4939a63cf3901ad57e911881521d1341ec584950a1ac0732e68afac6f4991,eec4939a63cf3901ad57e911881521d1341ec584950a1ac0732e68afac6f4991,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,quaker_old_fashioned_oats__earliest_verified_label__664__2,quaker_old_fashioned_oats,Quaker Old Fashioned Oats,Earliest label hunt,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,eec4939a63cf3901ad57e911881521d1341ec584950a1ac0732e68afac6f4991,eec4939a63cf3901ad57e911881521d1341ec584950a1ac0732e68afac6f4991,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,spam_classic__current_2020s__189__6,spam_classic,SPAM Classic,Current SKU anchor,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,877084a3e29530a5ceb1eece306a5504400dbfd79ad937ab14f5a2b8ec2a218e,877084a3e29530a5ceb1eece306a5504400dbfd79ad937ab14f5a2b8ec2a218e,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,sunchips_harvest_cheddar__2010s__165__1,sunchips_harvest_cheddar,SunChips Harvest Cheddar,2010s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,986cc354ee9131289681ef5267f49bf0b4a605e737784f5f8416a00015ee9550,986cc354ee9131289681ef5267f49bf0b4a605e737784f5f8416a00015ee9550,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,sunchips_harvest_cheddar__current_2020s__165__4,sunchips_harvest_cheddar,SunChips Harvest Cheddar,Current SKU anchor,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,986cc354ee9131289681ef5267f49bf0b4a605e737784f5f8416a00015ee9550,986cc354ee9131289681ef5267f49bf0b4a605e737784f5f8416a00015ee9550,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,tootsie_roll__current_2020s__1071__2,tootsie_roll,Tootsie Roll,Current SKU anchor,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,downloaded_direct_image,processed_passthrough,a5db3bca5f622adb5e0134fba8276a39ea8870fdbcfea85e4b38ac12a1b08e4a,a5db3bca5f622adb5e0134fba8276a39ea8870fdbcfea85e4b38ac12a1b08e4a,download_external_image_privately; copy_for_vision_ocr; defer_crop_deskew_until_panel_coordinates,1,1
public-photo-ocr-v1,totinos_pizza_rolls__2000s__828__2,totinos_pizza_rolls,Totino's Pizza Rolls,2000s bridge,commons.wikimedia.org,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_image_download_failed,not_ready_for_ocr,,,download_external_image_privately; download_failed:Image download failed 429 https://upload.wikimedia.org/wikipedia/commons/8/8e/06_totinos_pizza_rolls_%283185559340%29.jp; retry_with_smaller_thumbnail_or_source-host-specific_backoff,0,1
public-photo-ocr-v1,wendys_chili__2010s__907__1,wendys_chili,Wendy's Chili,2010s bridge,commons.wikimedia.org,menu_or_nutrition_document,secondary_product_context,2,package_identity_review_needed,medium,direct_image_download_failed,not_ready_for_ocr,,,download_external_image_privately; download_failed:Image download failed 429 https://upload.wikimedia.org/wikipedia/commons/d/d0/Wendy%27s_Chili.jpg; retry_with_smaller_thumbnail_or_source-host-specific_backoff,0,1
public-photo-ocr-v1,wendys_chili__earliest_verified_label__907__1,wendys_chili,Wendy's Chili,Earliest label hunt,commons.wikimedia.org,menu_or_nutrition_document,secondary_product_context,2,package_identity_review_needed,medium,direct_image_download_failed,not_ready_for_ocr,,,download_external_image_privately; download_failed:Image download failed 429 https://upload.wikimedia.org/wikipedia/commons/d/d0/Wendy%27s_Chili.jpg; retry_with_smaller_thumbnail_or_source-host-specific_backoff,0,1
