product_id,product_name,brand,category,corpus_scope,vintage_label,version_id,evidence_id,evidence_kind,source_domain,source_url,source_title,source_owner,panel_acquisition_state,ocr_priority,ocr_gap_category,ocr_access_state,ocr_recommended_action,registry_priority,promotion_blocker,ground_truth_fields_missing,image_reference,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,capture_strategy,crop_target,ocr_expected_surface,private_image_map_keys,rights_review_status,allowed_public_output,candidate_only,manual_verified
mcdonalds_big_mac,McDonald's Big Mac,,fast food,story_rich_pilot,Current anchor,current_2020s,mcdonalds_big_mac_evidence_5,panel_source_candidate,mcdonalds.com,https://www.mcdonalds.com/us/es-us/product/big-mac.html,Big Mac - McDonald's US Spanish product page,mcdonalds.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",117,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,mcdonalds_big_mac_evidence_5;mcdonalds_big_mac:mcdonalds_big_mac_evidence_5;https://www.mcdonalds.com/us/es-us/product/big-mac.html,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,fast food,story_rich_pilot,Earliest bounded chapter,earliest_verified_label,mcdonalds_chicken_mcnuggets_evidence_2,panel_source_candidate,grist.org,https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,McDonald's USA Nutrition Facts for Popular Menu Items PDF mirror - McNuggets rows,grist.org,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",117,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Crop the ingredient and nutrition panel together; include serving size, net weight, and manufacturer/distributor text if visible.",ingredient_or_nutrition_panel,mcdonalds_chicken_mcnuggets_evidence_2;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_2;https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,fast food,story_rich_pilot,Current anchor,current_2020s,mcdonalds_chicken_mcnuggets_evidence_7,panel_source_candidate,mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,4 Piece Chicken McNuggets with All White Meat Chicken - McDonald's,mcdonalds.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",117,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,mcdonalds_chicken_mcnuggets_evidence_7;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_7;https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,,packaged cookies,story_rich_pilot,Current SKU anchor,current_2020s,smartlabel_oreo_143,panel_source_candidate,smartlabel.mondelez.info,https://smartlabel.mondelez.info/00044000033262-0001-en-US/index.html,Nabisco Oreo Sandwich Cookies 14.3 oz - SmartLabel,smartlabel.mondelez.info,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",117,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,smartlabel_oreo_143;oreo_original_chocolate_sandwich_cookies:smartlabel_oreo_143;https://smartlabel.mondelez.info/00044000033262-0001-en-US/index.html,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,,breakfast,story_rich_pilot,Current anchor,current_2020s,poptarts_frosted_strawberry_evidence_7,panel_source_candidate,smartlabel.kelloggs.com,https://smartlabel.kelloggs.com/Product/Index/038000317316,Frosted Strawberry Pop-Tarts - SmartLabel,smartlabel.kelloggs.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",117,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,poptarts_frosted_strawberry_evidence_7;poptarts_frosted_strawberry:poptarts_frosted_strawberry_evidence_7;https://smartlabel.kelloggs.com/Product/Index/038000317316,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,,soup,story_rich_pilot,1980s or earlier,1980s_or_earlier,campbells_tomato_soup_evidence_5,panel_source_candidate,ingredientinspector.org,https://www.ingredientinspector.org/home/campbells-tomato-soup-ingredients,Ingredient Inspector Campbell's Tomato Soup ingredients article,ingredientinspector.org,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",115,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,campbells_tomato_soup_evidence_5;campbells_tomato_soup:campbells_tomato_soup_evidence_5;https://www.ingredientinspector.org/home/campbells-tomato-soup-ingredients,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
cheerios_original,Cheerios Original,,cereal,story_rich_pilot,1980s or earlier,1980s_or_earlier,cheerios_original_evidence_1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/25692985%40N07/3523833856,1985 General Mills Cheerios Cereal Box Back - Flickr,flickr.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",115,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,cheerios_original_evidence_1;cheerios_original:cheerios_original_evidence_1;https://www.flickr.com/photos/25692985%40N07/3523833856,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
coca_cola_classic,Coca-Cola Classic,,beverages,story_rich_pilot,1980s or earlier,1980s_or_earlier,coca_cola_classic_evidence_1,panel_source_candidate,flickr.com,https://www.flickr.com/photos/studioz7/29453244726,1960s Coca-Cola syrup label collector photo,flickr.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",115,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,coca_cola_classic_evidence_1;coca_cola_classic:coca_cola_classic_evidence_1;https://www.flickr.com/photos/studioz7/29453244726,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,,packaged cookies,story_rich_pilot,1950s-1960s package lead,early_package_leads,flickr_oreo_1960s,panel_source_candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/4635007453,"Nabisco Oreo Creme Sandwich cello package, 1950s-1960s - Flickr",flickr.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",115,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,"Find a source-attributable ingredient, nutrition, allergen, SmartLabel, or product-disclosure panel.",source_discovery,flickr_oreo_1960s;oreo_original_chocolate_sandwich_cookies:flickr_oreo_1960s;https://www.flickr.com/photos/jasonliebigstuff/4635007453,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
doritos_nacho_cheese,Doritos Nacho Cheese,,chips,story_rich_pilot,2010s bridge,2010s,doritos_nacho_cheese_evidence_7,panel_source_candidate,heb.com,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,Doritos Nacho Cheese Flavored Tortilla Chips - H-E-B,heb.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",107,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,doritos_nacho_cheese_evidence_7;doritos_nacho_cheese:doritos_nacho_cheese_evidence_7;https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
mcdonalds_big_mac,McDonald's Big Mac,,fast food,story_rich_pilot,2000s bridge,2000s,mcdonalds_big_mac_evidence_4,panel_source_candidate,canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items PDF mirror,canceredinstitute.org,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",107,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,mcdonalds_big_mac_evidence_4;mcdonalds_big_mac:mcdonalds_big_mac_evidence_4;https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
mcdonalds_big_mac,McDonald's Big Mac,,fast food,story_rich_pilot,2010s bridge,2010s,mcdonalds_big_mac_evidence_4,panel_source_candidate,canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items PDF mirror,canceredinstitute.org,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",107,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,mcdonalds_big_mac_evidence_4;mcdonalds_big_mac:mcdonalds_big_mac_evidence_4;https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,fast food,story_rich_pilot,2000s bridge,2000s,mcdonalds_chicken_mcnuggets_evidence_4,panel_source_candidate,s3.amazonaws.com,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items - archived PDF mirror,s3.amazonaws.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",107,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,mcdonalds_chicken_mcnuggets_evidence_4;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_4;https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,,fast food,story_rich_pilot,2010s bridge,2010s,mcdonalds_chicken_mcnuggets_evidence_4,panel_source_candidate,s3.amazonaws.com,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items - archived PDF mirror,s3.amazonaws.com,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",107,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,document_text_extract,"Capture the ingredient, allergen, nutrition, or disclosure document block for this product/vintage slot.",document_text,mcdonalds_chicken_mcnuggets_evidence_4;mcdonalds_chicken_mcnuggets:mcdonalds_chicken_mcnuggets_evidence_4;https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,,packaged cookies,story_rich_pilot,2010s label bridge,label_2010s,ewg_oreo_winter_2010,panel_source_candidate,ewg.org,https://www.ewg.org/foodscores/products/044000081034-OreoChocolateSandwichCookiesOriginalWinter/,"EWG Food Scores - Oreo Chocolate Sandwich Cookies, Original, Winter",ewg.org,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",107,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,ewg_oreo_winter_2010;oreo_original_chocolate_sandwich_cookies:ewg_oreo_winter_2010;https://www.ewg.org/foodscores/products/044000081034-OreoChocolateSandwichCookiesOriginalWinter/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,,breakfast,story_rich_pilot,2010s bridge,2010s,poptarts_frosted_strawberry_evidence_6,panel_source_candidate,foodrepo.org,https://www.foodrepo.org/en/products/47947,Kellogg's Pop-Tarts Frosted Strawberry 58.6 oz - FoodRepo,foodrepo.org,panel_source_candidate,high,panel_capture_needed,source_page_capture_needed,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",107,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,candidate,,candidate,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,poptarts_frosted_strawberry_evidence_6;poptarts_frosted_strawberry:poptarts_frosted_strawberry_evidence_6;https://www.foodrepo.org/en/products/47947,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,,soup,story_rich_pilot,Earliest bounded chapter,earliest_verified_label,campbells_tomato_soup_evidence_0,secondary_context_only,flickr.com,https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,"Campbell's Tomato Soup, 1947 (Canning) - Penn State Harrisburg Flickr album",flickr.com,secondary_context_only,high,readable_panel_photo_needed,source_page_capture_needed,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,106,Candidate-only: no ingredient or formulation claim may be promoted without corrected transcription and manual verification.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_review,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,campbells_tomato_soup_evidence_0;campbells_tomato_soup:campbells_tomato_soup_evidence_0;https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,source_receipt_or_gap_only,"source receipt, hashes, OCR status, candidate text only after review; no private paths and no unverified claims",1,0
