run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_type,proof_lane,proof_lane_rank,ocr_gap_category,ocr_priority,capture_status,processed_status,original_sha256,processed_sha256,cleanup_actions,ready_for_ocr,candidate_only
panel-capture-v1,cheerios_original_evidence_1,cheerios_original,Cheerios Original,Earliest bounded chapter,flickr.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,mcdonalds_chicken_mcnuggets_evidence_2,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,Earliest bounded chapter,grist.org,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,mcdonalds_chicken_mcnuggets_evidence_7,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,Current anchor,mcdonalds.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,smartlabel_oreo_143,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,Current SKU anchor,smartlabel.mondelez.info,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,poptarts_frosted_strawberry_evidence_7,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,Current anchor,smartlabel.kelloggs.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,campbells_tomato_soup_evidence_5,campbells_tomato_soup,Campbell's Condensed Tomato Soup,1980s or earlier,ingredientinspector.org,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,cheerios_original_evidence_1,cheerios_original,Cheerios Original,1980s or earlier,flickr.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,coca_cola_classic_evidence_1,coca_cola_classic,Coca-Cola Classic,1980s or earlier,flickr.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,flickr_oreo_1960s,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1950s-1960s package lead,flickr.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,doritos_nacho_cheese_evidence_7,doritos_nacho_cheese,Doritos Nacho Cheese,2010s bridge,heb.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,mcdonalds_big_mac_evidence_4,mcdonalds_big_mac,McDonald's Big Mac,2000s bridge,canceredinstitute.org,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,mcdonalds_big_mac_evidence_4,mcdonalds_big_mac,McDonald's Big Mac,2010s bridge,canceredinstitute.org,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,mcdonalds_chicken_mcnuggets_evidence_4,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s bridge,s3.amazonaws.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,mcdonalds_chicken_mcnuggets_evidence_4,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2010s bridge,s3.amazonaws.com,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,ewg_oreo_winter_2010,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2010s label bridge,ewg.org,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,poptarts_frosted_strawberry_evidence_6,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,2010s bridge,foodrepo.org,panel_source_candidate,,,panel_capture_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,campbells_tomato_soup_evidence_0,campbells_tomato_soup,Campbell's Condensed Tomato Soup,Earliest bounded chapter,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,cheerios_original_evidence_5,cheerios_original,Cheerios Original,1990s bridge,theimaginaryworld.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,coca_cola_classic_evidence_4,coca_cola_classic,Coca-Cola Classic,1990s bridge,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,doritos_nacho_cheese_evidence_0,doritos_nacho_cheese,Doritos Nacho Cheese,Earliest bounded chapter,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,doritos_nacho_cheese_evidence_1,doritos_nacho_cheese,Doritos Nacho Cheese,1990s bridge,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,heinz_tomato_ketchup_evidence_0,heinz_tomato_ketchup,Heinz Tomato Ketchup,Earliest bounded chapter,laurelleaffarm.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,kraft_macaroni_and_cheese_original_evidence_0,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,Earliest bounded chapter,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,kraft_macaroni_and_cheese_original_evidence_1,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,1990s bridge,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,mcdonalds_big_mac_evidence_3,mcdonalds_big_mac,McDonald's Big Mac,1990s bridge,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,poptarts_frosted_strawberry_evidence_0,poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,Earliest bounded chapter,flickr.com,secondary_context_only,,,readable_panel_photo_needed,high,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,7up_original__earliest_verified_label__273__1,7up_original,7UP Original,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,capn_crunch_original__1990s__440__2,capn_crunch_original,Cap'n Crunch Original,1990s bridge,underunderstood.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,capn_crunch_original__earliest_verified_label__440__7,capn_crunch_original,Cap'n Crunch Original,Earliest label hunt,underunderstood.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,chips_ahoy_original__earliest_verified_label__448__3,chips_ahoy_original,Chips Ahoy! Original Cookies,Earliest label hunt,upcfoodsearch.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,cinnamon_toast_crunch__earliest_verified_label__512__4,cinnamon_toast_crunch,Cinnamon Toast Crunch,Earliest label hunt,district.schoolnutritionandfitness.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,dinty_moore_beef_stew__earliest_verified_label__1059__2,dinty_moore_beef_stew,Dinty Moore Beef Stew,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,dominos_hand_tossed_pepperoni__earliest_verified_label__785__2,dominos_hand_tossed_pepperoni,Domino's Hand Tossed Pepperoni Pizza,Earliest label hunt,dominos.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,dunkin_glazed_donut__earliest_verified_label__801__1,dunkin_glazed_donut,Dunkin' Glazed Donut,Earliest label hunt,fastfoodingredients.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,gatorade_lemon_lime__earliest_verified_label__191__1,gatorade_lemon_lime,Gatorade Lemon-Lime,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,hidden_valley_ranch_original__earliest_verified_label__454__2,hidden_valley_ranch_original,Hidden Valley Original Ranch,Earliest label hunt,upcfoodsearch.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,honey_nut_cheerios__1990s__370__1,honey_nut_cheerios,Honey Nut Cheerios,1990s bridge,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,honey_nut_cheerios__earliest_verified_label__370__1,honey_nut_cheerios,Honey Nut Cheerios,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,hormel_chili_no_beans__earliest_verified_label__677__1,hormel_chili_no_beans,Hormel Chili No Beans,Earliest label hunt,upcfoodsearch.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,jello_strawberry_gelatin__earliest_verified_label__185__1,jello_strawberry_gelatin,Jell-O Strawberry Gelatin,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,froot_loops__1990s__330__1,froot_loops,Kellogg's Froot Loops,1990s bridge,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,froot_loops__earliest_verified_label__330__1,froot_loops,Kellogg's Froot Loops,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,frosted_flakes__1990s__405__1,frosted_flakes,Kellogg's Frosted Flakes,1990s bridge,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,frosted_flakes__earliest_verified_label__405__1,frosted_flakes,Kellogg's Frosted Flakes,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,kfc_famous_bowl__earliest_verified_label__700__1,kfc_famous_bowl,KFC Famous Bowl,Earliest label hunt,docslib.org,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,kfc_original_recipe_chicken__earliest_verified_label__765__2,kfc_original_recipe_chicken,KFC Original Recipe Chicken,Earliest label hunt,docslib.org,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,lucky_charms__earliest_verified_label__276__3,lucky_charms,Lucky Charms,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,pillsbury_toaster_strudel_strawberry__earliest_verified_label__675__1,pillsbury_toaster_strudel_strawberry,Pillsbury Toaster Strudel Strawberry,Earliest label hunt,bcscan.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,pizza_hut_original_pan_pepperoni__earliest_verified_label__655__1,pizza_hut_original_pan_pepperoni,Pizza Hut Original Pan Pepperoni Pizza,Earliest label hunt,yumpu.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,ritz_original_crackers__earliest_verified_label__401__2,ritz_original_crackers,Ritz Original Crackers,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,spam_classic__earliest_verified_label__733__1,spam_classic,SPAM Classic,Earliest label hunt,spam.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,sprite_original__earliest_verified_label__417__1,sprite_original,Sprite Original,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,stouffers_lasagna_meat_sauce__earliest_verified_label__681__1,stouffers_lasagna_meat_sauce,Stouffer's Lasagna with Meat & Sauce,Earliest label hunt,upcfoodsearch.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,taco_bell_bean_burrito__earliest_verified_label__798__1,taco_bell_bean_burrito,Taco Bell Bean Burrito,Earliest label hunt,fastfoodingredients.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,tang_orange__earliest_verified_label__580__1,tang_orange,Tang Orange Drink Mix,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,trix_cereal__earliest_verified_label__208__1,trix_cereal,Trix Cereal,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,twizzlers_strawberry__earliest_verified_label__687__1,twizzlers_strawberry,Twizzlers Strawberry Twists,Earliest label hunt,upcfoodsearch.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,velveeta_shells_and_cheese__earliest_verified_label__680__1,velveeta_shells_and_cheese,Velveeta Shells & Cheese,Earliest label hunt,upcfoodsearch.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,wheaties__earliest_verified_label__638__1,wheaties,Wheaties,Earliest label hunt,flickr.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,7up_original__current_2020s__263__1,7up_original,7UP Original,Current SKU anchor,7up.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,ball_park_franks__current_2020s__916__11,ball_park_franks,Ball Park Franks,Current SKU anchor,foodforkidsnevada.org,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,banquet_chicken_pot_pie__current_2020s__130__1,banquet_chicken_pot_pie,Banquet Chicken Pot Pie,Current SKU anchor,walmart.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,betty_crocker_super_moist_yellow_cake_mix__current_2020s__100__1,betty_crocker_super_moist_yellow_cake_mix,Betty Crocker Super Moist Yellow Cake Mix,Current SKU anchor,bettycrocker.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,bisquick_original__current_2020s__701__3,bisquick_original,Bisquick Original Pancake and Baking Mix,Current SKU anchor,upcitemdb.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,butterfinger_bar__current_2020s__525__1,butterfinger_bar,Butterfinger Bar,Current SKU anchor,kroger.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,campbells_chicken_noodle_soup__current_2020s__530__2,campbells_chicken_noodle_soup,Campbell's Chicken Noodle Soup,Current SKU anchor,campbellsfoodservice.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,capn_crunch_original__current_2020s__440__3,capn_crunch_original,Cap'n Crunch Original,Current SKU anchor,underunderstood.com,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
panel-capture-v1,cheetos_crunchy__current_2020s__38__2,cheetos_crunchy,Cheetos Crunchy,Current SKU anchor,smartlabel.pepsico.info,panel_source_candidate,,,panel_capture_needed,low,source_page_capture_blocked_no_network,not_ready_for_ocr,,,capture_rights_safe_private_screenshot; crop_visible_label_or_document_surface; deskew_rotate_contrast_sharpen,0,1
