run_id,review_id,task_id,task_rank,task_priority_score,review_state,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_title,source_type,ocr_priority,capture_strategy,review_surface_hint,crop_target,private_crop_supplied,private_crop_hash,package_surface_visible,package_front_visible,package_back_or_side_visible,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,manufacturer_or_distributor_visible,date_or_lot_cue_visible,text_readable_for_ocr,panel_role_decision,reviewer,reviewed_at,reviewer_notes,rights_review_status,publication_image_policy,question_set,decision_policy,recommended_next_action,candidate_only,manual_verified
confection-wrapper-item-panel-v1,cwa_panel_review_snickers_bar_d02e9fe150,capture_7a106f1fa5b3fe,11,144,panel_review_not_started,cwa_item_triage_snickers_bar_08d83cf3a3,snickers_bar,Snickers Bar,1983,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1983-snickers/,1983 Snickers,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_snickers_bar_a13fc462fb,capture_4ec67d9e4ad96c,12,144,panel_review_not_started,cwa_item_triage_snickers_bar_0c0135e509,snickers_bar,Snickers Bar,1950s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-snickers/,1950s Snickers,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_snickers_bar_1637cbc002,capture_25af6519e28c97,13,144,panel_review_not_started,cwa_item_triage_snickers_bar_161988f704,snickers_bar,Snickers Bar,2002,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-snickers/,2002 Snickers,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_snickers_bar_63fd69f08e,capture_1a32b1e213165d,14,144,panel_review_not_started,cwa_item_triage_snickers_bar_cb2b9d2221,snickers_bar,Snickers Bar,1939,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers/,1939 Snickers,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_snickers_bar_a4b234a733,capture_148158aa1d9d1b,15,144,panel_review_not_started,cwa_item_triage_snickers_bar_e0fe0f670b,snickers_bar,Snickers Bar,1940s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers-2/,1940s Snickers,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_snickers_bar_e05504b00b,capture_66bb254e0a164a,16,144,panel_review_not_started,cwa_item_triage_snickers_bar_fcd9088312,snickers_bar,Snickers Bar,1990,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1990-snickers/,1990 Snickers,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_tootsie_roll_0371b89576,capture_134a9e9fc09fc3,17,144,panel_review_not_started,cwa_item_triage_tootsie_roll_69b1a8d3ec,tootsie_roll,Tootsie Roll,1940s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-tootsie-roll/,1940s Tootsie Roll,existing_item_page_candidate,high,direct_image_reference_then_panel_triage,ingredient_or_package_text_surface,Use source image only as a private capture reference; crop wrapper front/back/side regions separately and OCR only if ingredient or nutrition text is readable.,0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_tootsie_roll_3feb939ca9,capture_dab766ed7335ea,18,144,panel_review_not_started,cwa_item_triage_tootsie_roll_d437c83146,tootsie_roll,Tootsie Roll,1960s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/,1960s Tootsie Roll,existing_item_page_candidate,high,direct_image_reference_then_panel_triage,ingredient_or_package_text_surface,Use source image only as a private capture reference; crop wrapper front/back/side regions separately and OCR only if ingredient or nutrition text is readable.,0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_twix_bar_ed299fe106,capture_1402483745faf2,19,144,panel_review_not_started,cwa_item_triage_twix_bar_14f904c119,twix_bar,Twix Bar,2009,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2009-twix/,2009 Twix,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_twix_bar_9b7b55bb05,capture_d03cb67c5d9e57,20,144,panel_review_not_started,cwa_item_triage_twix_bar_1f274f01fe,twix_bar,Twix Bar,2003,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2003-twix/,2003 Twix,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_twix_bar_a1f8cd1526,capture_6d51140899f1e6,21,144,panel_review_not_started,cwa_item_triage_twix_bar_6267499e6b,twix_bar,Twix Bar,2002,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-twix/,2002 Twix,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_twix_bar_fe186778fe,capture_8eb34df199730f,22,144,panel_review_not_started,cwa_item_triage_twix_bar_7ae0543a5c,twix_bar,Twix Bar,2006,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2006-twix/,2006 Twix,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_twix_bar_32742ae207,capture_cfcca7ef9133c7,23,144,panel_review_not_started,cwa_item_triage_twix_bar_c09c4471e1,twix_bar,Twix Bar,2004,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2004-twix/,2004 Twix,collection_item_candidate,high,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_butterfinger_bar_047d7f5c34,capture_52cd3b41b1f3ed,24,109,panel_review_not_started,cwa_item_triage_butterfinger_bar_2e6e39dbff,butterfinger_bar,Butterfinger Bar,1975,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1975-butterfinger/,1975 Butterfinger,collection_item_candidate,medium,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
confection-wrapper-item-panel-v1,cwa_panel_review_butterfinger_bar_65aab9c2be,capture_0b09fd185398b6,25,109,panel_review_not_started,cwa_item_triage_butterfinger_bar_2f332a9dd7,butterfinger_bar,Butterfinger Bar,1950,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950-butterfinger-2/,1950 Butterfinger,collection_item_candidate,medium,item_page_screenshot_then_panel_triage,ingredient_or_package_text_surface,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",0,,,,,,,,,,,,,,,rights_review_needed,source_link_only_no_public_image,"Is this an item-level wrapper or package source?; Is a package surface visible after private capture?; Is ingredient text visible?; Is nutrition text visible?; Is net weight visible?; Is maker/distributor text visible?; Is date, copyright, or lot cue visible?; Is any visible text readable enough for OCR?; Is this only wrapper-front/product identity context?; Should this remain source-link-only for rights reasons?",Route to OCR only when a private crop exists and visible package text is readable; otherwise keep as wrapper lineage/context evidence.,"Open source, privately capture/crop the package surface, answer the review fields, then route readable text crops to OCR.",1,0
