run_id,packet_id,packet_rank,product_id,product_name,vintage_label,vintage_bucket,source_domain,source_url,source_title,panel_gap_status,proof_lane,existing_source_role,existing_image_candidate_count,explicit_panel_signal_candidates,wrapper_context_candidates,low_signal_candidates,missing_primary_surfaces,missing_support_surfaces,preferred_source_types,source_hunt_queries,grok_research_packet,review_sequence,priority,next_action,candidate_only,manual_verified
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_19f6380dee5d22,7,butterfinger_bar,Butterfinger Bar,2002,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-butterfinger/,2002 Butterfinger Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2002 Butterfinger Bar"" ingredients wrapper back panel; ""2002 Butterfinger Bar"" nutrition facts wrapper; ""2002 Butterfinger Bar"" candy wrapper back; ""2000s Butterfinger Bar"" ingredients label; ""Butterfinger Bar"" 2002 ""net wt"" wrapper","Research assist only: find source-attributable Butterfinger Bar 2002 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,84,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_e8520178db04a4,8,butterfinger_bar,Butterfinger Bar,2009,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2009-butterfinger/,2009 Butterfinger Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2009 Butterfinger Bar"" ingredients wrapper back panel; ""2009 Butterfinger Bar"" nutrition facts wrapper; ""2009 Butterfinger Bar"" candy wrapper back; ""2000s Butterfinger Bar"" ingredients label; ""Butterfinger Bar"" 2009 ""net wt"" wrapper","Research assist only: find source-attributable Butterfinger Bar 2009 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,84,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_9fb01f34256aef,16,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1908,1900s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1908-hershey-wrapper/,1908 Hershey's Milk Chocolate Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1908 Hershey's Milk Chocolate Bar"" ingredients wrapper back panel; ""1908 Hershey's Milk Chocolate Bar"" nutrition facts wrapper; ""1908 Hershey's Milk Chocolate Bar"" candy wrapper back; ""1900s Hershey's Milk Chocolate Bar"" ingredients label; ""Hershey's Milk Chocolate Bar"" 1908 ""net wt"" wrapper","Research assist only: find source-attributable Hershey's Milk Chocolate Bar 1908 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_15d2b3cbd91124,17,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1910,1910s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1910-hershey/,1910 Hershey's Milk Chocolate Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1910 Hershey's Milk Chocolate Bar"" ingredients wrapper back panel; ""1910 Hershey's Milk Chocolate Bar"" nutrition facts wrapper; ""1910 Hershey's Milk Chocolate Bar"" candy wrapper back; ""1910s Hershey's Milk Chocolate Bar"" ingredients label; ""Hershey's Milk Chocolate Bar"" 1910 ""net wt"" wrapper","Research assist only: find source-attributable Hershey's Milk Chocolate Bar 1910 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_c66c147a91bd1a,18,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1930s,1930s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-hershey/,1930s Hershey's Milk Chocolate Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1930s Hershey's Milk Chocolate Bar"" ingredients wrapper back panel; ""1930s Hershey's Milk Chocolate Bar"" nutrition facts wrapper; ""1930s Hershey's Milk Chocolate Bar"" candy wrapper back; ""1930s Hershey's Milk Chocolate Bar"" ingredients label; ""Hershey's Milk Chocolate Bar"" 1930s ""net wt"" wrapper","Research assist only: find source-attributable Hershey's Milk Chocolate Bar 1930s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_530c22e69b076d,19,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1940,1940s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940-hershey/,1940 Hershey's Milk Chocolate Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1940 Hershey's Milk Chocolate Bar"" ingredients wrapper back panel; ""1940 Hershey's Milk Chocolate Bar"" nutrition facts wrapper; ""1940 Hershey's Milk Chocolate Bar"" candy wrapper back; ""1940s Hershey's Milk Chocolate Bar"" ingredients label; ""Hershey's Milk Chocolate Bar"" 1940 ""net wt"" wrapper","Research assist only: find source-attributable Hershey's Milk Chocolate Bar 1940 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_bc654d226b4cdf,20,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1950s,1950s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-hershey/,1950s Hershey's Milk Chocolate Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1950s Hershey's Milk Chocolate Bar"" ingredients wrapper back panel; ""1950s Hershey's Milk Chocolate Bar"" nutrition facts wrapper; ""1950s Hershey's Milk Chocolate Bar"" candy wrapper back; ""1950s Hershey's Milk Chocolate Bar"" ingredients label; ""Hershey's Milk Chocolate Bar"" 1950s ""net wt"" wrapper","Research assist only: find source-attributable Hershey's Milk Chocolate Bar 1950s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_d67b9cdf3eeee1,21,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1960s,1960s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-hershey/,1960s Hershey's Milk Chocolate Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1960s Hershey's Milk Chocolate Bar"" ingredients wrapper back panel; ""1960s Hershey's Milk Chocolate Bar"" nutrition facts wrapper; ""1960s Hershey's Milk Chocolate Bar"" candy wrapper back; ""1960s Hershey's Milk Chocolate Bar"" ingredients label; ""Hershey's Milk Chocolate Bar"" 1960s ""net wt"" wrapper","Research assist only: find source-attributable Hershey's Milk Chocolate Bar 1960s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_bf9e7268606c82,22,kit_kat_bar,Kit Kat Bar,1960s,1960s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-kit-kat/,1960s Kit Kat Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1960s Kit Kat Bar"" ingredients wrapper back panel; ""1960s Kit Kat Bar"" nutrition facts wrapper; ""1960s Kit Kat Bar"" candy wrapper back; ""1960s Kit Kat Bar"" ingredients label; ""Kit Kat Bar"" 1960s ""net wt"" wrapper","Research assist only: find source-attributable Kit Kat Bar 1960s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_682ccb64aed667,23,kit_kat_bar,Kit Kat Bar,1970s,1970s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1970s-kit-kat/,1970s Kit Kat Bar source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,5,2,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""1970s Kit Kat Bar"" ingredients wrapper back panel; ""1970s Kit Kat Bar"" nutrition facts wrapper; ""1970s Kit Kat Bar"" candy wrapper back; ""1970s Kit Kat Bar"" ingredients label; ""Kit Kat Bar"" 1970s ""net wt"" wrapper","Research assist only: find source-attributable Kit Kat Bar 1970s ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,74,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
cwa-panel-gap-source-hunt-v1,cwa_ingredient_packet_d7867c661ce47f,13,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,2002,2000s,candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-reeses/,2002 Reese's Peanut Butter Cups source page,lineage_photo_only_back_panel_hunt_needed,ingredient_panel_source_hunt,dated_wrapper_lineage_context,7,0,1,6,ingredient_panel;nutrition_panel,net_weight;manufacturer_or_distributor;serving_size;date_or_lot_cue,back_panel_photo;side_panel_photo;auction_listing_photo;collector_listing_photo;brand_archive;retailer_label;archive_capture,"""2002 Reese's Peanut Butter Cups"" ingredients wrapper back panel; ""2002 Reese's Peanut Butter Cups"" nutrition facts wrapper; ""2002 Reese's Peanut Butter Cups"" candy wrapper back; ""2000s Reese's Peanut Butter Cups"" ingredients label; ""Reese's Peanut Butter Cups"" 2002 ""net wt"" wrapper","Research assist only: find source-attributable Reese's Peanut Butter Cups 2002 ingredient, nutrition, or back-panel photo leads. Treat CWA as dated wrapper context only; return source URLs and confidence warnings, not verified claims.",1_private_visual_review_existing_cwa;2_back_panel_source_hunt;3_private_crop;4_native_ocr;5_corrected_transcription;6_manual_verification,66,"Use the CWA wrapper photo as dated product context, then hunt a readable back/side ingredient or nutrition panel for the same product and vintage.",1,0
