product_id,product_name,evidence_id,ocr_priority,ocr_readiness,ocr_recommended_action,source_status,source_kind,source_owner,source_url,source_title,rights_note,photo_role,label_panel_state,package_front_visible,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,manufacturer_visible,needs_panel_review,ingredient_signal,linked_vintages,linked_versions
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_7,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,www.heb.com,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,Doritos Nacho Cheese Flavored Tortilla Chips - H-E-B,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible,true,true,false,false,true,false,true,2010s;current_2020s,2010s;current_2020s
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_8,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,wvww.gardengrocer.com,https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,Doritos Tortilla Chips Nacho Cheese 9.75oz Bag - Garden Grocer,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_9,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,retailer_page,www.kroger.com,https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,"Doritos Nacho Cheese Flavored Tortilla Chips, 10.5 oz - Kroger","External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_6,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,retailer_page,www.walmart.com,https://www.walmart.com/ip/20971263,Heinz Tomato Ketchup 14 oz bottle Walmart page,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_7,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,retailer_page,www.walmart.com,https://www.walmart.com/ip/19362103123,Heinz Tomato Ketchup 20 oz bottle Walmart page,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_8,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,www.heinz.com,https://www.heinz.com/products/00013000006408-tomato-ketchup,Tomato Ketchup - Heinz,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_9,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,www.henderson-foodservice.com,https://www.henderson-foodservice.com/productpdf/download/file/id/1366/name/Heinz_Tomato_Ketchup_%25282x4Ltr%2529.pdf/,Heinz Tomato Ketchup 2x4L foodservice product PDF,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,false,false,true,current_2020s,current_2020s
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_10,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,giantfood.com,https://giantfood.com/groceries/rice-pasta-beans/packaged-meals-sides/macaroni-cheese/macaroni-cheese-boxed/kraft-original-flavor-mac-cheese-dinner-725-oz-box.html,"Kraft Original Flavor Mac & Cheese Dinner, 7.25 oz - Giant","External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_11,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,www.super99.com,https://www.super99.com/20113956-kraft-macaroni-and-cheese-original-156g,Kraft Macaroni and Cheese Original 156g - Super 99,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_8,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,retailer_page,www.walmart.com,https://www.walmart.com/ip/1178903502,"Kraft Mac and Cheese, Original Flavor, 7.25 oz - Walmart","External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_9,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,retailer_page,www.walmart.com,https://www.walmart.com/ip/10295759,"Kraft Original Mac & Cheese Dinner, Family Size Value Pack, 14.5 oz Box - Walmart","External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible,true,true,false,true,false,false,true,current_2020s,current_2020s
mcdonalds_big_mac,McDonald's Big Mac,mcdonalds_big_mac_evidence_1,high,capture_source_screenshot_or_product_image_then_ocr,capture_source_screenshot_or_product_image_then_ocr,source_review,menu_or_nutrition_document,grist.org,https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,McDonald's USA Nutrition Facts for Popular Menu Items PDF mirror,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,panel role not yet reviewed,true,false,true,false,false,true,true,earliest_verified_label;2000s;2010s,earliest_verified_label;2000s;2010s
mcdonalds_big_mac,McDonald's Big Mac,mcdonalds_big_mac_evidence_4,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,www.canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items PDF mirror,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,true,true,false,false,false,false,true,2000s;2010s,2000s;2010s
mcdonalds_big_mac,McDonald's Big Mac,mcdonalds_big_mac_evidence_5,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,www.mcdonalds.com,https://www.mcdonalds.com/us/es-us/product/big-mac.html,Big Mac - McDonald's US Spanish product page,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,true,true,false,false,false,false,true,current_2020s,current_2020s
mcdonalds_big_mac,McDonald's Big Mac,mcdonalds_big_mac_evidence_6,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/big-mac.html,McDonald's Big Mac product page with ingredient components,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,false,true,false,false,true,false,true,current_2020s,current_2020s
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,mcdonalds_chicken_mcnuggets_evidence_2,high,capture_source_screenshot_or_product_image_then_ocr,capture_source_screenshot_or_product_image_then_ocr,source_review,menu_or_nutrition_document,grist.org,https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,McDonald's USA Nutrition Facts for Popular Menu Items PDF mirror - McNuggets rows,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,panel role not yet reviewed,true,false,true,false,false,true,true,earliest_verified_label;2000s;2010s,earliest_verified_label;2000s;2010s
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,mcdonalds_chicken_mcnuggets_evidence_4,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,s3.amazonaws.com,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items - archived PDF mirror,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,true,true,false,false,false,false,true,2000s;2010s,2000s;2010s
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,mcdonalds_chicken_mcnuggets_evidence_5,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,www.canceredinstitute.org,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,McDonald's USA Ingredients Listing for Popular Menu Items PDF mirror - McNuggets,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,true,true,false,false,false,false,true,2000s;2010s,2000s;2010s
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,mcdonalds_chicken_mcnuggets_evidence_6,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,krissyowens.com,https://krissyowens.com/wp-content/uploads/2017/09/McDonalds-Allergen-Guide.pdf,McDonald's Allergen Guide PDF mirror,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,true,true,false,false,false,false,true,2010s,2010s
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,mcdonalds_chicken_mcnuggets_evidence_7,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,4 Piece Chicken McNuggets with All White Meat Chicken - McDonald's,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,true,true,false,false,false,false,true,current_2020s,current_2020s
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,mcdonalds_chicken_mcnuggets_evidence_8,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,menu_or_nutrition_document,www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-50-piece.html,McDonald's Chicken McNuggets 50 Piece official product page,"External source; link for attribution, do not reproduce imagery without rights review.",document/disclosure source,ingredient panel visible,true,true,false,false,false,false,true,current_2020s,current_2020s
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,ewg_oreo_current,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_text_candidate,label_database_record,www.ewg.org,https://www.ewg.org/foodscores/products/0044000051617-OreoChocolateOriginalFlavorSandwichCookies/,EWG Food Scores - Oreo Chocolate Original Flavor Sandwich Cookies,External source; use as citation link.,package-derived label text,ingredient text candidate,false,true,false,false,false,false,true,current_2020s,current_2020s
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,ewg_oreo_winter_2010,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_text_candidate,label_database_record,www.ewg.org,https://www.ewg.org/foodscores/products/044000081034-OreoChocolateSandwichCookiesOriginalWinter/,"EWG Food Scores - Oreo Chocolate Sandwich Cookies, Original, Winter",External source; use as citation link.,package-derived label text,ingredient text candidate,false,true,false,false,false,false,true,2010s,label_2010s
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_1960s,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_text_candidate,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/jasonliebigstuff/4635007453,"Nabisco Oreo Creme Sandwich cello package, 1950s-1960s - Flickr",Collector photo; inspect license/rights before reuse.,front/package object plus partial wrapper text,partial package text visible in supplied screenshot,true,true,false,false,false,false,true,1980s_or_earlier,early_package_leads
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_1960s_box,high,capture_source_screenshot_or_product_image_then_ocr,capture_source_screenshot_or_product_image_then_ocr,usable_photo,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/jasonliebigstuff/4210393728,Nabisco - Oreo cookie package - 1960s - Flickr,Collector photo; inspect license/rights before reuse.,front/package object,panel not verified readable,true,false,false,false,false,true,false,1980s_or_earlier,early_package_leads
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_1993,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_text_candidate,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/jasonliebigstuff/6823914204,Nabisco - Oreo - 6-pack cookie pack - 1993 - Flickr,Collector photo; inspect license/rights before reuse.,front/package object plus ingredient panel,ingredient/nutrition panel visible in supplied screenshot,true,true,true,false,false,false,true,1990s,package_1993
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,kroger_oreo_current,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_text_candidate,retailer_page,www.kroger.com,https://www.kroger.com/p/nabisco-original-oreos/0004400003202,"OREO Chocolate Sandwich Cookies, 14.3 oz - Kroger",External source; current-web evidence needs durable capture.,current package/SKU source,ingredient text candidate,true,true,false,true,false,false,true,current_2020s,current_2020s
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,packaging_digest_century,high,capture_source_screenshot_or_product_image_then_ocr,capture_source_screenshot_or_product_image_then_ocr,source_review,current_web_page,www.packagingdigest.com,https://www.packagingdigest.com/packaging-design/oreo-celebrates-century-of-cookie-packaging,Oreo celebrates century of cookie packaging - Packaging Digest,Article citation; not ingredient-label evidence.,packaging-history article,not ingredient-label evidence,false,false,false,false,false,false,true,1980s_or_earlier,early_package_leads
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,seattlepi_century,high,capture_source_screenshot_or_product_image_then_ocr,capture_source_screenshot_or_product_image_then_ocr,source_review,current_web_page,www.seattlepi.com,https://www.seattlepi.com/entertainment/article/a-century-of-oreos-3386488.php,A century of Oreos - SeattlePI,Article citation; not ingredient-label evidence.,packaging-history article,not ingredient-label evidence,false,false,false,false,false,false,true,1980s_or_earlier,early_package_leads
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,smartlabel_oreo_143,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_text_candidate,brand_label_page,smartlabel.mondelez.info,https://smartlabel.mondelez.info/00044000033262-0001-en-US/index.html,Nabisco Oreo Sandwich Cookies 14.3 oz - SmartLabel,External source; rights note needed before reproducing imagery.,current label source,ingredient text candidate,false,true,false,true,false,false,true,current_2020s,current_2020s
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,walmart_oreo_current,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_text_candidate,retailer_page,business.walmart.com,https://business.walmart.com/ip/Oreo-Original-Cookie-13-29-oz/16255757318,Oreo Original Cookie 13.29 oz - Walmart Business,External source; current-web evidence needs durable capture.,current package/SKU source,ingredient text candidate,true,true,false,true,false,false,true,current_2020s,current_2020s
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_10,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,www.poptarts.com,https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html?bvstate=pg%3A15%2Fct%3Ar,Frosted Strawberry Pop-Tarts current product page,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible,true,true,false,false,false,false,true,current_2020s,current_2020s
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_6,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,label_database_record,www.foodrepo.org,https://www.foodrepo.org/en/products/47947,Kellogg's Pop-Tarts Frosted Strawberry 58.6 oz - FoodRepo,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,false,false,true,2010s,2010s
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_7,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,brand_label_page,smartlabel.kelloggs.com,https://smartlabel.kelloggs.com/Product/Index/038000317316,Frosted Strawberry Pop-Tarts - SmartLabel,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible,true,true,false,false,false,false,true,current_2020s,current_2020s
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_8,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,current_web_page,www.poptarts.com,https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html,Frosted Strawberry Pop-Tarts - Pop-Tarts,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible,true,true,false,false,false,false,true,current_2020s,current_2020s
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_9,high,capture_or_attach_panel_crop_then_ocr,capture_or_attach_panel_crop_then_ocr,label_visible,retailer_page,www.walmart.com,https://www.walmart.com/ip/759722026,"Pop-Tarts Frosted Strawberry Toaster Pastries, 13.5 oz - Walmart","External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,ingredient panel visible; net weight visible,true,true,false,true,true,false,true,current_2020s,current_2020s
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_0,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,"Campbell's Tomato Soup, 1947 (Canning) - Penn State Harrisburg Flickr album","External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,earliest_verified_label,earliest_verified_label
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_1,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Condensed_Tomato_Soup%2C_1905.jpg,Wikimedia Commons Campbell's Condensed Tomato Soup 1905 file page,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,earliest_verified_label;1980s_or_earlier,earliest_verified_label;1980s_or_earlier
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_2,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/library_of_congress/50251904946,Campbell's tomato soup poster - Library of Congress Flickr,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,earliest_verified_label,earliest_verified_label
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_3,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,museum_or_archive_page,www.loc.gov,https://www.loc.gov/pictures/item/2020736882/,Campbell's soup cans - Library of Congress,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,earliest_verified_label;1980s_or_earlier,earliest_verified_label;1980s_or_earlier
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_4,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,source_review,current_web_page,www.artsbma.org,https://www.artsbma.org/collection/campbells-tomato-soup-can-label-signed-by-andy-warhol-2/,Birmingham Museum of Art Campbell's Tomato Soup can label artifact page,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,1980s_or_earlier,1980s_or_earlier
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_6,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,licensed_package_photo,commons.wikimedia.org,https://commons.wikimedia.org/wiki/Category%3ACampbell%27s_Condensed_Tomato_Soup,Wikimedia Commons Campbell's Condensed Tomato Soup category,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,2010s,2010s
cheerios_original,Cheerios Original,cheerios_original_evidence_0,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/25692985%40N07/5938738892,1984 General Mills Cheerios Cereal Boxes - Flickr,"External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,earliest_verified_label;1980s_or_earlier,earliest_verified_label;1980s_or_earlier
cheerios_original,Cheerios Original,cheerios_original_evidence_2,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/25692985%40N07/3523028765/,1985 General Mills Cheerios Cereal Box Front - Flickr,All rights reserved,package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,earliest_verified_label;1980s_or_earlier,earliest_verified_label;1980s_or_earlier
cheerios_original,Cheerios Original,cheerios_original_evidence_3,medium,review_source_image_for_panel_visibility,review_source_image_for_panel_visibility,usable_photo,collector_package_photo,www.flickr.com,https://www.flickr.com/photos/jasonliebigstuff/4350285509,"General Mills Cheerios cereal box Star Trek the Motion Picture, 1979 - Flickr","External source; link for attribution, do not reproduce imagery without rights review.",package or source evidence,panel role not yet reviewed,true,false,false,false,false,true,false,earliest_verified_label,earliest_verified_label
