product_id,product_name,evidence_id,status,kind,source,title,url,label_panel_state,quality_note,rights
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_1960s,label_text_candidate,collector_package_photo,www.flickr.com,"Nabisco Oreo Creme Sandwich cello package, 1950s-1960s - Flickr",https://www.flickr.com/photos/jasonliebigstuff/4635007453,partial package text visible in supplied screenshot,Strong early package object with partial ingredient-like copy; not a complete ingredient panel.,Collector photo; inspect license/rights before reuse.
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_1960s_box,usable_photo,collector_package_photo,www.flickr.com,Nabisco - Oreo cookie package - 1960s - Flickr,https://www.flickr.com/photos/jasonliebigstuff/4210393728,panel not verified readable,"Additional early package object found in source check; use to strengthen era map, not recipe text.",Collector photo; inspect license/rights before reuse.
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,packaging_digest_century,source_review,current_web_page,www.packagingdigest.com,Oreo celebrates century of cookie packaging - Packaging Digest,https://www.packagingdigest.com/packaging-design/oreo-celebrates-century-of-cookie-packaging,not ingredient-label evidence,"Useful for visual timeline context, not formulation claims.",Article citation; not ingredient-label evidence.
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,seattlepi_century,source_review,current_web_page,www.seattlepi.com,A century of Oreos - SeattlePI,https://www.seattlepi.com/entertainment/article/a-century-of-oreos-3386488.php,not ingredient-label evidence,"Useful for visual timeline context, not formulation claims.",Article citation; not ingredient-label evidence.
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_0,usable_photo,collector_package_photo,www.flickr.com,"Frito-Lay Doritos Nacho Cheese Flavor 1-ounce bag, 1970s - Flickr",https://www.flickr.com/photos/jasonliebigstuff/3496903865,net weight visible,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_1,usable_photo,collector_package_photo,www.flickr.com,Frito-Lay - Doritos Big Grab - chip snack bag - Toy Story - 1995,https://www.flickr.com/photos/jasonliebigstuff/4319728854/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_2,usable_photo,collector_package_photo,www.flickr.com,"The Munktiki Collection with Doritos Nacho Cheese Flavor 1-ounce bag, 1970s - Flickr",https://www.flickr.com/photos/jasonliebigstuff/albums/72157617553330512/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_3,usable_photo,collector_package_photo,www.flickr.com,"Candy & Snacks album with Doritos Star Wars Special Edition Nacho Cheesier Big Grab Bag, 1997 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/albums/72157613306936875/page3,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_4,usable_photo,collector_package_photo,www.flickr.com,Frito-Lay Doritos Nacho Cheese Flavor 9/16-ounce snack-size bag - 1970s collector photo,https://www.flickr.com/photos/jasonliebigstuff/4269595755,net weight visible,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_5,usable_photo,collector_package_photo,www.flickr.com,Frito-Lay Doritos Nacho Cheese Flavor 1-ounce bag - 1970s collector photo,https://www.flickr.com/photos/jasonliebigstuff/3496903865/,net weight visible,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_6,usable_photo,licensed_package_photo,commons.wikimedia.org,Doritos bag - Wikimedia Commons,https://commons.wikimedia.org/wiki/File%3ADoritos_bag.jpg,panel role not yet reviewed,find_readable_ingredient_panel_photo,CC BY 2.0 per Wikimedia Commons file page result
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_7,label_visible,current_web_page,www.heb.com,Doritos Nacho Cheese Flavored Tortilla Chips - H-E-B,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,ingredient panel visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_8,label_visible,current_web_page,wvww.gardengrocer.com,Doritos Tortilla Chips Nacho Cheese 9.75oz Bag - Garden Grocer,https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_9,label_visible,retailer_page,www.kroger.com,"Doritos Nacho Cheese Flavored Tortilla Chips, 10.5 oz - Kroger",https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_10,label_visible,brand_label_page,smartlabel.pepsico.info,Doritos Nacho Cheese SmartLabel current page,https://smartlabel.pepsico.info/028400017305-0007-en-US/index.html,ingredient panel visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
cheerios_original,Cheerios Original,cheerios_original_evidence_0,usable_photo,collector_package_photo,www.flickr.com,1984 General Mills Cheerios Cereal Boxes - Flickr,https://www.flickr.com/photos/25692985%40N07/5938738892,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
cheerios_original,Cheerios Original,cheerios_original_evidence_1,label_visible,collector_package_photo,www.flickr.com,1985 General Mills Cheerios Cereal Box Back - Flickr,https://www.flickr.com/photos/25692985%40N07/3523833856,ingredient panel visible,transcribe_visible_ingredient_label,All rights reserved
cheerios_original,Cheerios Original,cheerios_original_evidence_2,usable_photo,collector_package_photo,www.flickr.com,1985 General Mills Cheerios Cereal Box Front - Flickr,https://www.flickr.com/photos/25692985%40N07/3523028765/,panel role not yet reviewed,find_readable_ingredient_panel_photo,All rights reserved
cheerios_original,Cheerios Original,cheerios_original_evidence_3,usable_photo,collector_package_photo,www.flickr.com,"General Mills Cheerios cereal box Star Trek the Motion Picture, 1979 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/4350285509,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
cheerios_original,Cheerios Original,cheerios_original_evidence_4,usable_photo,collector_package_photo,www.flickr.com,"Cheerios Box Around the World in 80 Days, FrontSide, 1973 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/533392194,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
cheerios_original,Cheerios Original,cheerios_original_evidence_5,usable_photo,current_web_page,theimaginaryworld.com,Cereal Box Backs Archive - The Imaginary World,https://theimaginaryworld.com/cbarch.html,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
cheerios_original,Cheerios Original,cheerios_original_evidence_6,usable_photo,collector_package_photo,www.flickr.com,Jason Liebig McDonald's and fast-food album with Cheerios promotional box photos,https://www.flickr.com/photos/jasonliebigstuff/albums/72157613304350260/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
cheerios_original,Cheerios Original,cheerios_original_evidence_7,usable_photo,museum_or_archive_page,americanhistory.si.edu,Cheerios Millennios Cereal Box - National Museum of American History,https://americanhistory.si.edu/collections/search/object/nmah_1348223,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
cheerios_original,Cheerios Original,cheerios_original_evidence_8,label_visible,current_web_page,www.cheerios.com,Original Cheerios - Cheerios,https://www.cheerios.com/products/original-cheerios,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
coca_cola_classic,Coca-Cola Classic,coca_cola_classic_evidence_0,usable_photo,licensed_package_photo,commons.wikimedia.org,Old Coca-Cola cans 1952 - Wikimedia Commons,https://commons.wikimedia.org/wiki/File%3AOld_coca_cola_cans_1952.jpg,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
coca_cola_classic,Coca-Cola Classic,coca_cola_classic_evidence_1,label_visible,collector_package_photo,www.flickr.com,1960s Coca-Cola syrup label collector photo,https://www.flickr.com/photos/studioz7/29453244726,ingredient panel visible,capture_package_weight_or_size,"External source; link for attribution, do not reproduce imagery without rights review."
coca_cola_classic,Coca-Cola Classic,coca_cola_classic_evidence_2,usable_photo,collector_package_photo,www.flickr.com,"Coca-Cola Classic aluminum bottle holiday design, 2009 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/3267332145/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
coca_cola_classic,Coca-Cola Classic,coca_cola_classic_evidence_3,usable_photo,collector_package_photo,www.flickr.com,2000 Coca-Cola Classic USA Christmas - Flickr,https://www.flickr.com/photos/roitberg/6351768138,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
coca_cola_classic,Coca-Cola Classic,coca_cola_classic_evidence_4,usable_photo,collector_package_photo,www.flickr.com,1990 Coca-Cola MagiCan - Flickr,https://www.flickr.com/photos/therog77/3200756272/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
coca_cola_classic,Coca-Cola Classic,coca_cola_classic_evidence_5,usable_photo,collector_package_photo,www.flickr.com,"Coke Classic can, 2011 - Flickr",https://www.flickr.com/photos/skatepunk69/4985996111/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
coca_cola_classic,Coca-Cola Classic,coca_cola_classic_evidence_6,label_visible,brand_label_page,www.coca-cola.com,Coca-Cola Original Soda current US product page,https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,ingredient panel visible; nutrition panel visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_0,usable_photo,collector_package_photo,www.flickr.com,"Campbell's Tomato Soup, 1947 (Canning) - Penn State Harrisburg Flickr album",https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_1,usable_photo,licensed_package_photo,commons.wikimedia.org,Wikimedia Commons Campbell's Condensed Tomato Soup 1905 file page,https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Condensed_Tomato_Soup%2C_1905.jpg,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_2,usable_photo,collector_package_photo,www.flickr.com,Campbell's tomato soup poster - Library of Congress Flickr,https://www.flickr.com/photos/library_of_congress/50251904946,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_3,usable_photo,museum_or_archive_page,www.loc.gov,Campbell's soup cans - Library of Congress,https://www.loc.gov/pictures/item/2020736882/,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_4,source_review,current_web_page,www.artsbma.org,Birmingham Museum of Art Campbell's Tomato Soup can label artifact page,https://www.artsbma.org/collection/campbells-tomato-soup-can-label-signed-by-andy-warhol-2/,panel role not yet reviewed,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_5,label_visible,current_web_page,www.ingredientinspector.org,Ingredient Inspector Campbell's Tomato Soup ingredients article,https://www.ingredientinspector.org/home/campbells-tomato-soup-ingredients,ingredient panel visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_6,usable_photo,licensed_package_photo,commons.wikimedia.org,Wikimedia Commons Campbell's Condensed Tomato Soup category,https://commons.wikimedia.org/wiki/Category%3ACampbell%27s_Condensed_Tomato_Soup,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_7,label_visible,current_web_page,www.campbells.com,Campbell's Condensed Tomato Soup 10.75 oz current product page,https://www.campbells.com/products/condensed/tomato-soup/,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_8,label_visible,current_web_page,www.campbells.com,Campbell's Tomato Soup current product page,https://www.campbells.com/products/condensed/family-size-tomato-soup/,ingredient panel visible; nutrition panel visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_9,label_visible,current_web_page,www.campbells.com,Tomato Soup - The Campbell's Company,https://www.campbells.com/tomato-soup/,ingredient panel visible,capture_package_weight_or_size,"External source; link for attribution, do not reproduce imagery without rights review."
campbells_tomato_soup,Campbell's Condensed Tomato Soup,campbells_tomato_soup_evidence_10,label_visible,current_web_page,www.campbellsfoodservice.com,Campbell's Condensed Tomato Soup 23.2 oz family size product PDF,https://www.campbellsfoodservice.com/product/tomato-soup-2/?product-pdf=_,ingredient panel visible; net weight visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_0,usable_photo,current_web_page,laurelleaffarm.com,Old Heinz Ketchup Bottles with Labels - Laurel Leaf Farm,https://laurelleaffarm.com/item-pages/antique-bottles/old-heinz-ketchup-bottles.htm,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_1,source_review,collector_package_photo,www.flickr.com,Heinz Ketchup 1932 advertisement - Flickr,https://www.flickr.com/photos/36878773%40N07/3782511003,panel role not yet reviewed,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_2,usable_photo,current_web_page,antiqueadvertising.com,Heinz Ketchup Bottle - Antique Advertising,https://antiqueadvertising.com/free-antique-price-guide/ceramics-and-glass/heinz-ketchup-bottle/,net weight visible,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_3,source_review,current_web_page,en.wikipedia.org,Heinz Tomato Ketchup - Wikipedia,https://en.wikipedia.org/wiki/Heinz_Tomato_Ketchup,panel role not yet reviewed,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_4,source_review,collector_package_photo,www.flickr.com,Vintage Heinz Ketchup novelty bottle radio Flickr photo,https://www.flickr.com/photos/51764518%40N02/12950473144/in/photostream/,panel role not yet reviewed,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_5,usable_photo,collector_package_photo,flickr.com,Heinz Ketchup bottles old and new Flickr photo,https://flickr.com/photos/scotteh/3399348449,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_6,label_visible,retailer_page,www.walmart.com,Heinz Tomato Ketchup 14 oz bottle Walmart page,https://www.walmart.com/ip/20971263,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_7,label_visible,retailer_page,www.walmart.com,Heinz Tomato Ketchup 20 oz bottle Walmart page,https://www.walmart.com/ip/19362103123,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_8,label_visible,current_web_page,www.heinz.com,Tomato Ketchup - Heinz,https://www.heinz.com/products/00013000006408-tomato-ketchup,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
heinz_tomato_ketchup,Heinz Tomato Ketchup,heinz_tomato_ketchup_evidence_9,label_visible,current_web_page,www.henderson-foodservice.com,Heinz Tomato Ketchup 2x4L foodservice product PDF,https://www.henderson-foodservice.com/productpdf/download/file/id/1366/name/Heinz_Tomato_Ketchup_%25282x4Ltr%2529.pdf/,ingredient panel visible; net weight visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_0,usable_photo,collector_package_photo,www.flickr.com,1980 Kellogg's Frosted Pop-Tarts Box Milton the Toaster - Flickr,https://www.flickr.com/photos/25692985%40N07/4198259897,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_1,usable_photo,collector_package_photo,www.flickr.com,"Kellogg's Pop-Tarts Frosted Chocolate Fudge Box, 1974 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/3251907501,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_2,usable_photo,collector_package_photo,www.flickr.com,"Kellogg's Pop-Tarts Frosted Strawberry Box, 2002 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/5204205477,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_3,usable_photo,collector_package_photo,www.flickr.com,"Spider-Man Pop-Tarts Box, 2002 - Flickr",https://www.flickr.com/photos/neatocoolville/6315040319,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_4,usable_photo,collector_package_photo,www.flickr.com,"Kellogg's Printed Fun Pop-Tarts Limited Edition College Football box, 2008 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/4265469690,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_5,usable_photo,collector_package_photo,www.flickr.com,Kellogg's Pop-Tarts The Simpsons Wild Strawberry box - 2002 collector photo,https://www.flickr.com/photos/jasonliebigstuff/3035962773,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_6,label_visible,label_database_record,www.foodrepo.org,Kellogg's Pop-Tarts Frosted Strawberry 58.6 oz - FoodRepo,https://www.foodrepo.org/en/products/47947,ingredient panel visible; net weight visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_7,label_visible,brand_label_page,smartlabel.kelloggs.com,Frosted Strawberry Pop-Tarts - SmartLabel,https://smartlabel.kelloggs.com/Product/Index/038000317316,ingredient panel visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_8,label_visible,current_web_page,www.poptarts.com,Frosted Strawberry Pop-Tarts - Pop-Tarts,https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html,ingredient panel visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_9,label_visible,retailer_page,www.walmart.com,"Pop-Tarts Frosted Strawberry Toaster Pastries, 13.5 oz - Walmart",https://www.walmart.com/ip/759722026,ingredient panel visible; net weight visible,capture_manufacturer_or_distributor_text,"External source; link for attribution, do not reproduce imagery without rights review."
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,poptarts_frosted_strawberry_evidence_10,label_visible,current_web_page,www.poptarts.com,Frosted Strawberry Pop-Tarts current product page,https://www.poptarts.com/en_US/products/all-flavors/pop-tarts-frosted-strawberry-product.html?bvstate=pg%3A15%2Fct%3Ar,ingredient panel visible,verify_package_front_or_primary_image,"External source; link for attribution, do not reproduce imagery without rights review."
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_0,usable_photo,collector_package_photo,www.flickr.com,"Kraft Dinner Macaroni-and-Cheese box, 1940s maybe 1950s - Flickr",https://www.flickr.com/photos/jasonliebigstuff/6175679516,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_1,usable_photo,collector_package_photo,www.flickr.com,1998 Kraft Macaroni & Cheese Charlie Brown Christmas Peanuts box - Flickr,https://www.flickr.com/photos/25692985%40N07/8404786724,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_2,usable_photo,marketplace_listing,www.ebay.com,Vintage Kraft Macaroni & Cheese Dinner The Cheesiest Original Flavor 7.25 oz - eBay,https://www.ebay.com/itm/358501292533,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,kraft_macaroni_and_cheese_original_evidence_3,usable_photo,collector_package_photo,www.flickr.com,"Kraft Spiral Macaroni & Cheese Dinner box, 1987 - Flickr",https://www.flickr.com/photos/jasonliebigstuff/4052133216,panel role not yet reviewed,find_readable_ingredient_panel_photo,"External source; link for attribution, do not reproduce imagery without rights review."
