run_id,batch_id,batch_rank,row_rank_in_batch,capture_id,review_id,evidence_id,product_id,product_name,priority_tier,capture_priority_score,lineage_span_label,vintage_label,source_domain,source_url,source_title,source_type,photo_role_priority,capture_surface_order,crop_target,review_surface_hint,private_page_screenshot_path,private_wrapper_front_crop_path,private_wrapper_back_or_side_crop_path,private_ingredient_panel_crop_path,private_nutrition_panel_crop_path,private_net_weight_crop_path,private_maker_or_date_crop_path,screenshot_hash,crop_hashes,package_surface_visible,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,manufacturer_or_distributor_visible,date_or_lot_cue_visible,text_readable_for_ocr,ocr_route,rights_review_status,publication_image_policy,next_action,candidate_only,manual_verified
cwa-private-capture-all-lineage-v1,cwa_capture_batch_reeses_peanut_butter_cups_dcf01ee4,2,3,cwa_capture_round_9247ec43d032,cwa_panel_review_reeses_peanut_butter_cups_904dde5ee4,cwa_item_triage_reeses_peanut_butter_cups_ea9a77a40f,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,181,1940s-2005,1980s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1980s-reeses/,1980s Reeses,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_reeses_peanut_butter_cups_dcf01ee4,2,4,cwa_capture_round_6df649a46222,cwa_panel_review_reeses_peanut_butter_cups_f7afb3a03a,cwa_item_triage_reeses_peanut_butter_cups_977261d2e7,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,170,1940s-2005,1991,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1991-reeses/,1991 Reeses,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_reeses_peanut_butter_cups_dcf01ee4,2,5,cwa_capture_round_f6826951082d,cwa_panel_review_reeses_peanut_butter_cups_331247cfc1,cwa_item_triage_reeses_peanut_butter_cups_4e00d21fa0,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,169,1940s-2005,2002,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-reeses/,2002 Reeses,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_reeses_peanut_butter_cups_dcf01ee4,2,6,cwa_capture_round_449a4deb637a,cwa_panel_review_reeses_peanut_butter_cups_2ac95ff9c0,cwa_item_triage_reeses_peanut_butter_cups_26454dd671,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,168,1940s-2005,2003,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2003-reeses/,2003 Reeses,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_reeses_peanut_butter_cups_dcf01ee4,2,7,cwa_capture_round_997c1a4e1949,cwa_panel_review_reeses_peanut_butter_cups_1b320ba480,cwa_item_triage_reeses_peanut_butter_cups_71e56f2592,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,167,1940s-2005,2005,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2005-reeses/,2005 Reeses,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_hersheys_milk_chocolate_bar_959b8945,3,1,cwa_capture_round_0116a57afe0f,cwa_panel_review_hersheys_milk_chocolate_bar_4c5c40e95e,cwa_item_triage_hersheys_milk_chocolate_bar_231b7fb330,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,186,1908-1960s,1908,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1908-hershey-wrapper/,1908 Hershey,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_hersheys_milk_chocolate_bar_959b8945,3,2,cwa_capture_round_cd0e7345f0d1,cwa_panel_review_hersheys_milk_chocolate_bar_5a4b931206,cwa_item_triage_hersheys_milk_chocolate_bar_cd1d18be4c,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,185,1908-1960s,1910,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1910-hershey/,1910 Hershey,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_hersheys_milk_chocolate_bar_959b8945,3,3,cwa_capture_round_bde01a796e80,cwa_panel_review_hersheys_milk_chocolate_bar_011acf956d,cwa_item_triage_hersheys_milk_chocolate_bar_ac748c6882,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,184,1908-1960s,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-hershey/,1930s Hershey,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_hersheys_milk_chocolate_bar_959b8945,3,4,cwa_capture_round_b60d1747ad76,cwa_panel_review_hersheys_milk_chocolate_bar_437a40c5ba,cwa_item_triage_hersheys_milk_chocolate_bar_b812edc4a8,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,183,1908-1960s,1940,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940-hershey/,1940 Hershey,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_hersheys_milk_chocolate_bar_959b8945,3,5,cwa_capture_round_9e76a7bca726,cwa_panel_review_hersheys_milk_chocolate_bar_432bae466e,cwa_item_triage_hersheys_milk_chocolate_bar_7f7eac522f,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,182,1908-1960s,1950s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-hershey/,1950s Hershey,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_hersheys_milk_chocolate_bar_959b8945,3,6,cwa_capture_round_a44e3ee9ad86,cwa_panel_review_hersheys_milk_chocolate_bar_79758d6ddf,cwa_item_triage_hersheys_milk_chocolate_bar_e8d47584d9,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,181,1908-1960s,1960s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-hershey/,1960s Hershey,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_snickers_bar_7d19b929,4,1,cwa_capture_round_692553a418d6,cwa_panel_review_snickers_bar_63fd69f08e,cwa_item_triage_snickers_bar_cb2b9d2221,snickers_bar,Snickers Bar,dense_lineage_first,186,1939-2002,1939,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers/,1939 Snickers,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_snickers_bar_7d19b929,4,2,cwa_capture_round_318e9a774c5e,cwa_panel_review_snickers_bar_a4b234a733,cwa_item_triage_snickers_bar_e0fe0f670b,snickers_bar,Snickers Bar,dense_lineage_first,185,1939-2002,1940s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers-2/,1940s Snickers,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_snickers_bar_7d19b929,4,3,cwa_capture_round_202d511b3960,cwa_panel_review_snickers_bar_a13fc462fb,cwa_item_triage_snickers_bar_0c0135e509,snickers_bar,Snickers Bar,dense_lineage_first,184,1939-2002,1950s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-snickers/,1950s Snickers,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-all-lineage-v1,cwa_capture_batch_snickers_bar_7d19b929,4,4,cwa_capture_round_74301d6fffd3,cwa_panel_review_snickers_bar_d02e9fe150,cwa_item_triage_snickers_bar_08d83cf3a3,snickers_bar,Snickers Bar,dense_lineage_first,163,1939-2002,1983,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1983-snickers/,1983 Snickers,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
