candidate_id,parent_capture_evidence_id,parent_source_review_task_id,product_id,product_name,source_domain,source_collection_url,item_url,item_title,claimed_date_text,claimed_year,claimed_decade,thumbnail_url,source_image_url,candidate_type,candidate_rank,candidate_priority_score,panel_review_state,photo_role_expected,capture_strategy,ingredient_claim_status,next_action,publication_image_policy,rights_review_status,source_note,candidate_only,manual_verified
cwa_item_kit_kat_bar_81979dfd0d,cwa_capture_kit_kat_bar_8d46703922,cwa_kit_kat_bar_e6d313c911,kit_kat_bar,Kit Kat Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/kit-kat/,https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,2000 Kit Kat,2000,2000,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image412_th.jpg,,collection_item_candidate,3,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_kit_kat_bar_32be8c43f3,cwa_capture_kit_kat_bar_8d46703922,cwa_kit_kat_bar_e6d313c911,kit_kat_bar,Kit Kat Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/kit-kat/,https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,2002 Kit Kat,2002,2002,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image258_th.jpg,,collection_item_candidate,4,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_kit_kat_bar_30caf01848,cwa_capture_kit_kat_bar_8d46703922,cwa_kit_kat_bar_e6d313c911,kit_kat_bar,Kit Kat Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/kit-kat/,https://www.candywrapperarchive.com/candy-collector/2006-kit-kat/,2006 Kit Kat,2006,2006,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image682_th.jpg,,collection_item_candidate,5,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_kit_kat_bar_b9dfb2e0a7,cwa_capture_kit_kat_bar_8d46703922,cwa_kit_kat_bar_e6d313c911,kit_kat_bar,Kit Kat Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/kit-kat/,https://www.candywrapperarchive.com/candy-collector/2007-kit-kat/,2007 Kit Kat,2007,2007,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image433_th.jpg,,collection_item_candidate,6,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_milky_way_bar_86233682c8,cwa_capture_milky_way_bar_07951f26df,cwa_milky_way_bar_3cfb33623b,milky_way_bar,Milky Way Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/milky-way/,https://www.candywrapperarchive.com/candy-collector/1950s-milky-way-2/,1950s Milky Way,1950s,,1950s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image80_th.jpg,,collection_item_candidate,3,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_milky_way_bar_1a4c562b2c,cwa_capture_milky_way_bar_07951f26df,cwa_milky_way_bar_3cfb33623b,milky_way_bar,Milky Way Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/milky-way/,https://www.candywrapperarchive.com/candy-collector/1958-milky-way/,1958 Milky Way,1958,1958,1950s,https://www.candywrapperarchive.com/wp-content/uploads/2013/04/Image1175_th.jpg,,collection_item_candidate,4,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_snickers_bar_4001fc8d7b,cwa_capture_snickers_bar_93cbad5c91,cwa_snickers_bar_3a5b272b95,snickers_bar,Snickers Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/snickers/,https://www.candywrapperarchive.com/candy-collector/1950s-snickers/,1950s Snickers,1950s,,1950s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image1039_th.jpg,,collection_item_candidate,3,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_snickers_bar_3671f4f48c,cwa_capture_snickers_bar_93cbad5c91,cwa_snickers_bar_3a5b272b95,snickers_bar,Snickers Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/snickers/,https://www.candywrapperarchive.com/candy-collector/1983-snickers/,1983 Snickers,1983,1983,1980s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image530_th.jpg,,collection_item_candidate,4,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_snickers_bar_283066c893,cwa_capture_snickers_bar_93cbad5c91,cwa_snickers_bar_3a5b272b95,snickers_bar,Snickers Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/snickers/,https://www.candywrapperarchive.com/candy-collector/1990-snickers/,1990 Snickers,1990,1990,1990s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image88_th.jpg,,collection_item_candidate,5,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_snickers_bar_94322aaef7,cwa_capture_snickers_bar_93cbad5c91,cwa_snickers_bar_3a5b272b95,snickers_bar,Snickers Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/snickers/,https://www.candywrapperarchive.com/candy-collector/2002-snickers/,2002 Snickers,2002,2002,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image467_th.jpg,,collection_item_candidate,6,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_twix_bar_54d0000d6c,cwa_capture_twix_bar_466db4696f,cwa_twix_bar_af7683d09d,twix_bar,Twix Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/twix/,https://www.candywrapperarchive.com/candy-collector/2004-twix/,2004 Twix,2004,2004,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image575_th.jpg,,collection_item_candidate,3,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_twix_bar_0be933ee84,cwa_capture_twix_bar_466db4696f,cwa_twix_bar_af7683d09d,twix_bar,Twix Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/twix/,https://www.candywrapperarchive.com/candy-collector/2006-twix/,2006 Twix,2006,2006,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image600_th.jpg,,collection_item_candidate,4,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_twix_bar_33c9ee8012,cwa_capture_twix_bar_466db4696f,cwa_twix_bar_af7683d09d,twix_bar,Twix Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/twix/,https://www.candywrapperarchive.com/candy-collector/2009-twix/,2009 Twix,2009,2009,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image789_th.jpg,,collection_item_candidate,5,100,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_cd4ceae1f2,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,1930s Butterfinger,1930s,,1930s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image17_th.jpg,,collection_item_candidate,1,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_c3eec77fa2,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,1936 Butterfinger,1936,1936,1930s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image394_th.jpg,,collection_item_candidate,2,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_hersheys_milk_chocolate_bar_d0975735b1,cwa_capture_hersheys_milk_chocolate_bar_1e492997e3,cwa_hersheys_milk_chocolate_bar_b25653cddf,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/hershey/,https://www.candywrapperarchive.com/candy-collector/1908-hershey-wrapper/,1908 Hershey,1908,1908,1900s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image11_th.jpg,,collection_item_candidate,1,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_hersheys_milk_chocolate_bar_6cc7cdbd48,cwa_capture_hersheys_milk_chocolate_bar_1e492997e3,cwa_hersheys_milk_chocolate_bar_b25653cddf,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/hershey/,https://www.candywrapperarchive.com/candy-collector/1910-hershey/,1910 Hershey,1910,1910,1910s,https://www.candywrapperarchive.com/wp-content/uploads/2013/04/Image1192_th.jpg,,collection_item_candidate,2,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_mms_milk_chocolate_f822964a5b,cwa_capture_mms_milk_chocolate_3331ee0f8b,cwa_mms_milk_chocolate_b58ca2ee14,mms_milk_chocolate,M&M's Milk Chocolate Candies,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/mms/,https://www.candywrapperarchive.com/candy-collector/1970s-mms/,1970s M&Ms,1970s,,1970s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image1121_th.jpg,,collection_item_candidate,1,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_mms_milk_chocolate_36df0c2169,cwa_capture_mms_milk_chocolate_3331ee0f8b,cwa_mms_milk_chocolate_b58ca2ee14,mms_milk_chocolate,M&M's Milk Chocolate Candies,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/mms/,https://www.candywrapperarchive.com/candy-collector/1997-mm/,1997 M&M,1997,1997,1990s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image55_th.jpg,,collection_item_candidate,2,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_reeses_peanut_butter_cups_3b60a99a5c,cwa_capture_reeses_peanut_butter_cups_c3b45584fa,cwa_reeses_peanut_butter_cups_c0e8fa4fab,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/resses/,https://www.candywrapperarchive.com/candy-collector/1940s-reeses-bag/,1940s Reeses Bag,1940s,,1940s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image50_th.jpg,,collection_item_candidate,1,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_reeses_peanut_butter_cups_3839c769b4,cwa_capture_reeses_peanut_butter_cups_c3b45584fa,cwa_reeses_peanut_butter_cups_c0e8fa4fab,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/resses/,https://www.candywrapperarchive.com/candy-collector/1970s-reeses/,1970s Reeses,1970s,,1970s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image78_th.jpg,,collection_item_candidate,2,78,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_d02719ba05,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/1950-butterfinger-2/,1950 Butterfinger,1950,1950,1950s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image380_th.jpg,,collection_item_candidate,3,70,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_5d5355b876,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/1964-butterfinger/,1964 Butterfinger,1964,1964,1960s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image295_th.jpg,,collection_item_candidate,4,70,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_d6cf69846a,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/1975-butterfinger/,1975 Butterfinger,1975,1975,1970s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image540_th.jpg,,collection_item_candidate,5,70,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_7c477d5cb9,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/1980s-butterfinger/,1980s Butterfinger,1980s,,1980s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image172_th.jpg,,collection_item_candidate,6,70,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_b7ccdf06a5,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/2002-butterfinger/,2002 Butterfinger,2002,2002,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image482_th.jpg,,collection_item_candidate,7,70,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_butterfinger_bar_f600cff071,cwa_capture_butterfinger_bar_e390ec6ece,cwa_butterfinger_bar_91fb3e352e,butterfinger_bar,Butterfinger Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,https://www.candywrapperarchive.com/candy-collector/2009-butterfinger/,2009 Butterfinger,2009,2009,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image408_th.jpg,,collection_item_candidate,8,70,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
cwa_item_hersheys_milk_chocolate_bar_9f2eb8b00c,cwa_capture_hersheys_milk_chocolate_bar_1e492997e3,cwa_hersheys_milk_chocolate_bar_b25653cddf,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/hershey/,https://www.candywrapperarchive.com/candy-collector/1930s-hershey/,1930s Hershey,1930s,,1930s,https://www.candywrapperarchive.com/wp-content/uploads/2013/04/Image1189_th.jpg,,collection_item_candidate,3,70,needs_panel_readability_review,wrapper_front_or_package_context_first,open_item_page_then_private_screenshot_panel_triage,blocked_pending_readable_panel,"Open item page, capture private page/wrapper crop, classify whether any ingredient or nutrition panel is readable.",source_link_only_no_public_image,rights_review_needed,,1,0
