batch_id,batch_product_id,row_number,product_id,product_name,evidence_id,source_url,source_owner,source_title,display_lane,public_display_decision,image_display_policy,rights_status,upgrade_priority,linked_vintages,linked_years,capture_strategy,crop_target,ocr_expected_surface,private_image_map_keys,allowed_public_output,success_criteria,next_action
pilot_capture_baaf233cff47b2,oreo_original_chocolate_sandwich_cookies,11,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_nascar_2010,https://www.flickr.com/photos/jasonliebigstuff/4786235805,www.flickr.com,"Nabisco Oreo Nascar Edition cookie package, 2010 - Flickr",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,Collector photo; inspect license/rights before reuse.,96,2010s,2010,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,flickr_oreo_nascar_2010;oreo_original_chocolate_sandwich_cookies:flickr_oreo_nascar_2010;https://www.flickr.com/photos/jasonliebigstuff/4786235805,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_baaf233cff47b2,oreo_original_chocolate_sandwich_cookies,12,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_spring_2010,https://www.flickr.com/photos/jasonliebigstuff/4359618633,www.flickr.com,"Nabisco Oreo Spring edition cookie package, 2010 - Flickr",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,Collector photo; inspect license/rights before reuse.,96,2010s,2010,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,flickr_oreo_spring_2010;oreo_original_chocolate_sandwich_cookies:flickr_oreo_spring_2010;https://www.flickr.com/photos/jasonliebigstuff/4359618633,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_46b8464314eee9,oreo_original_chocolate_sandwich_cookies,1,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_uhoh_2002,https://www.flickr.com/photos/jasonliebigstuff/4777043511,www.flickr.com,"Nabisco Uh-Oh! Oreo cookies package, 2002-2003 - Flickr",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,Collector photo; inspect license/rights before reuse.,96,2000s,2002,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,flickr_oreo_uhoh_2002;oreo_original_chocolate_sandwich_cookies:flickr_oreo_uhoh_2002;https://www.flickr.com/photos/jasonliebigstuff/4777043511,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_3f3514ad61bab2,oreo_original_chocolate_sandwich_cookies,1,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,flickr_oreo_harley_2000,https://www.flickr.com/photos/jasonliebigstuff/6823913378,www.flickr.com,"Nabisco Oreo Win Harley-Davidson cookie box, 2000 - Flickr",source_page_capture_needed,show_source_receipt_only,source_link_only_no_public_image,Collector photo; inspect license/rights before reuse.,60,2000s,2002,source_page_screenshot,ingredient statement panel crop with enough surrounding package context for SKU/date review,ingredient_panel,flickr_oreo_harley_2000;oreo_original_chocolate_sandwich_cookies:flickr_oreo_harley_2000;https://www.flickr.com/photos/jasonliebigstuff/6823913378,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Open the source page, classify the visible product/photo role, and decide whether a panel crop exists."
pilot_capture_39101575279870,doritos_nacho_cheese,1,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_10,https://smartlabel.pepsico.info/028400017305-0007-en-US/index.html,smartlabel.pepsico.info,Doritos Nacho Cheese SmartLabel current page,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",110,current_2020s,2026,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_10;doritos_nacho_cheese:doritos_nacho_cheese_evidence_10;https://smartlabel.pepsico.info/028400017305-0007-en-US/index.html,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,2,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_7,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,www.heb.com,Doritos Nacho Cheese Flavored Tortilla Chips - H-E-B,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",110,2010s;current_2020s,2015;2026,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_7;doritos_nacho_cheese:doritos_nacho_cheese_evidence_7;https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,3,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_8,https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,wvww.gardengrocer.com,Doritos Tortilla Chips Nacho Cheese 9.75oz Bag - Garden Grocer,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",110,current_2020s,2026,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_8;doritos_nacho_cheese:doritos_nacho_cheese_evidence_8;https://wvww.gardengrocer.com/product/1762-doritos-tortilla-chips-nacho-cheese-975oz-bag,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,4,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_9,https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,www.kroger.com,"Doritos Nacho Cheese Flavored Tortilla Chips, 10.5 oz - Kroger",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",110,current_2020s,2026,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_9;doritos_nacho_cheese:doritos_nacho_cheese_evidence_9;https://www.kroger.com/p/doritos-nacho-cheese-flavored-tortilla-chips/0002840033579,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,5,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_0,https://www.flickr.com/photos/jasonliebigstuff/3496903865,www.flickr.com,"Frito-Lay Doritos Nacho Cheese Flavor 1-ounce bag, 1970s - Flickr",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,earliest_verified_label;1980s_or_earlier,1950;1985,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_0;doritos_nacho_cheese:doritos_nacho_cheese_evidence_0;https://www.flickr.com/photos/jasonliebigstuff/3496903865,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,6,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_1,https://www.flickr.com/photos/jasonliebigstuff/4319728854/,www.flickr.com,Frito-Lay - Doritos Big Grab - chip snack bag - Toy Story - 1995,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,earliest_verified_label;1990s,1950;1995,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_1;doritos_nacho_cheese:doritos_nacho_cheese_evidence_1;https://www.flickr.com/photos/jasonliebigstuff/4319728854/,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,7,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_2,https://www.flickr.com/photos/jasonliebigstuff/albums/72157617553330512/,www.flickr.com,"The Munktiki Collection with Doritos Nacho Cheese Flavor 1-ounce bag, 1970s - Flickr",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,earliest_verified_label;1980s_or_earlier,1950;1985,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_2;doritos_nacho_cheese:doritos_nacho_cheese_evidence_2;https://www.flickr.com/photos/jasonliebigstuff/albums/72157617553330512/,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,8,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_3,https://www.flickr.com/photos/jasonliebigstuff/albums/72157613306936875/page3,www.flickr.com,"Candy & Snacks album with Doritos Star Wars Special Edition Nacho Cheesier Big Grab Bag, 1997 - Flickr",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,earliest_verified_label;1990s,1950;1995,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_3;doritos_nacho_cheese:doritos_nacho_cheese_evidence_3;https://www.flickr.com/photos/jasonliebigstuff/albums/72157613306936875/page3,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,9,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_4,https://www.flickr.com/photos/jasonliebigstuff/4269595755,www.flickr.com,Frito-Lay Doritos Nacho Cheese Flavor 9/16-ounce snack-size bag - 1970s collector photo,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,1980s_or_earlier,1985,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_4;doritos_nacho_cheese:doritos_nacho_cheese_evidence_4;https://www.flickr.com/photos/jasonliebigstuff/4269595755,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,10,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_5,https://www.flickr.com/photos/jasonliebigstuff/3496903865/,www.flickr.com,Frito-Lay Doritos Nacho Cheese Flavor 1-ounce bag - 1970s collector photo,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,1980s_or_earlier,1985,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_5;doritos_nacho_cheese:doritos_nacho_cheese_evidence_5;https://www.flickr.com/photos/jasonliebigstuff/3496903865/,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_39101575279870,doritos_nacho_cheese,11,doritos_nacho_cheese,Doritos Nacho Cheese,doritos_nacho_cheese_evidence_6,https://commons.wikimedia.org/wiki/File%3ADoritos_bag.jpg,commons.wikimedia.org,Doritos bag - Wikimedia Commons,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,CC BY 2.0 per Wikimedia Commons file page result,96,2000s;2010s,2005;2015,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,doritos_nacho_cheese_evidence_6;doritos_nacho_cheese:doritos_nacho_cheese_evidence_6;https://commons.wikimedia.org/wiki/File%3ADoritos_bag.jpg,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_20b19a9528d311,cheerios_original,1,cheerios_original,Cheerios Original,cheerios_original_evidence_1,https://www.flickr.com/photos/25692985%40N07/3523833856,www.flickr.com,1985 General Mills Cheerios Cereal Box Back - Flickr,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,All rights reserved,118,earliest_verified_label;1980s_or_earlier,1950;1985,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,cheerios_original_evidence_1;cheerios_original:cheerios_original_evidence_1;https://www.flickr.com/photos/25692985%40N07/3523833856,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_20b19a9528d311,cheerios_original,2,cheerios_original,Cheerios Original,cheerios_original_evidence_8,https://www.cheerios.com/products/original-cheerios,www.cheerios.com,Original Cheerios - Cheerios,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",110,current_2020s,2026,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,cheerios_original_evidence_8;cheerios_original:cheerios_original_evidence_8;https://www.cheerios.com/products/original-cheerios,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_20b19a9528d311,cheerios_original,3,cheerios_original,Cheerios Original,cheerios_original_evidence_0,https://www.flickr.com/photos/25692985%40N07/5938738892,www.flickr.com,1984 General Mills Cheerios Cereal Boxes - Flickr,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,earliest_verified_label;1980s_or_earlier,1950;1985,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,cheerios_original_evidence_0;cheerios_original:cheerios_original_evidence_0;https://www.flickr.com/photos/25692985%40N07/5938738892,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_20b19a9528d311,cheerios_original,4,cheerios_original,Cheerios Original,cheerios_original_evidence_2,https://www.flickr.com/photos/25692985%40N07/3523028765/,www.flickr.com,1985 General Mills Cheerios Cereal Box Front - Flickr,panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,All rights reserved,104,earliest_verified_label;1980s_or_earlier,1950;1985,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,cheerios_original_evidence_2;cheerios_original:cheerios_original_evidence_2;https://www.flickr.com/photos/25692985%40N07/3523028765/,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
pilot_capture_20b19a9528d311,cheerios_original,5,cheerios_original,Cheerios Original,cheerios_original_evidence_3,https://www.flickr.com/photos/jasonliebigstuff/4350285509,www.flickr.com,"General Mills Cheerios cereal box Star Trek the Motion Picture, 1979 - Flickr",panel_capture_needed,show_source_receipt_only,source_link_only_no_public_image,"External source; link for attribution, do not reproduce imagery without rights review.",104,earliest_verified_label,1950,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,cheerios_original_evidence_3;cheerios_original:cheerios_original_evidence_3;https://www.flickr.com/photos/jasonliebigstuff/4350285509,"source receipt, hashes, OCR status, candidate text after review; no private image path and no external image embed","Private capture/crop exists, image-map key is populated, OCR can run, and source receipt remains public-safe.","Capture a private ingredient/nutrition panel crop, run native OCR, and keep the public page link-only until rights are clear."
