product_id,product_name,vintage_label,evidence_id,source_domain,source_type,source_url,ocr_priority,ocr_gap_category,capture_status,processed_status,ocr_status,ocr_line_count,model_route,model_status,review_status,recommended_next_action,missing_fields,candidate_only,manual_verified
cheerios_original,Cheerios Original,1990s bridge,cheerios_original_evidence_5,theimaginaryworld.com,secondary_context_only,https://theimaginaryworld.com/cbarch.html,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
coca_cola_classic,Coca-Cola Classic,1990s bridge,coca_cola_classic_evidence_4,flickr.com,secondary_context_only,https://www.flickr.com/photos/therog77/3200756272/,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
doritos_nacho_cheese,Doritos Nacho Cheese,Earliest bounded chapter,doritos_nacho_cheese_evidence_0,flickr.com,secondary_context_only,https://www.flickr.com/photos/jasonliebigstuff/3496903865,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
doritos_nacho_cheese,Doritos Nacho Cheese,1990s bridge,doritos_nacho_cheese_evidence_1,flickr.com,secondary_context_only,https://www.flickr.com/photos/jasonliebigstuff/4319728854/,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
heinz_tomato_ketchup,Heinz Tomato Ketchup,Earliest bounded chapter,heinz_tomato_ketchup_evidence_0,laurelleaffarm.com,secondary_context_only,https://laurelleaffarm.com/item-pages/antique-bottles/old-heinz-ketchup-bottles.htm,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,Earliest bounded chapter,kraft_macaroni_and_cheese_original_evidence_0,flickr.com,secondary_context_only,https://www.flickr.com/photos/jasonliebigstuff/6175679516,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,1990s bridge,kraft_macaroni_and_cheese_original_evidence_1,flickr.com,secondary_context_only,https://www.flickr.com/photos/25692985%40N07/8404786724,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_big_mac,McDonald's Big Mac,1990s bridge,mcdonalds_big_mac_evidence_3,flickr.com,secondary_context_only,https://www.flickr.com/photos/jasonliebigstuff/16377543110,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,Earliest bounded chapter,poptarts_frosted_strawberry_evidence_0,flickr.com,secondary_context_only,https://www.flickr.com/photos/25692985%40N07/4198259897,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
7up_original,7UP Original,Earliest label hunt,7up_original__earliest_verified_label__273__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/548698222,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
capn_crunch_original,Cap'n Crunch Original,1990s bridge,capn_crunch_original__1990s__440__2,underunderstood.com,panel_source_candidate,https://underunderstood.com/podcast/episode/capn-crunch-smaller/,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
capn_crunch_original,Cap'n Crunch Original,Earliest label hunt,capn_crunch_original__earliest_verified_label__440__7,underunderstood.com,panel_source_candidate,https://underunderstood.com/podcast/episode/capn-crunch-smaller/,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
chips_ahoy_original,Chips Ahoy! Original Cookies,Earliest label hunt,chips_ahoy_original__earliest_verified_label__448__3,upcfoodsearch.com,panel_source_candidate,https://upcfoodsearch.com/food-products/chocolate-chip-cookies/044000032197/,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
cinnamon_toast_crunch,Cinnamon Toast Crunch,Earliest label hunt,cinnamon_toast_crunch__earliest_verified_label__512__4,district.schoolnutritionandfitness.com,panel_source_candidate,https://district.schoolnutritionandfitness.com/santaclaritavsfsa/files/labels/Breakfast/Cinnamon_Toast_Crunch_Cereal_200838.pdf,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
dinty_moore_beef_stew,Dinty Moore Beef Stew,Earliest label hunt,dinty_moore_beef_stew__earliest_verified_label__1059__2,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/24195451113/,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
dominos_hand_tossed_pepperoni,Domino's Hand Tossed Pepperoni Pizza,Earliest label hunt,dominos_hand_tossed_pepperoni__earliest_verified_label__785__2,dominos.com,panel_source_candidate,https://www.dominos.com/assets/derived/pdf/DominosNutritionGuide.pdf,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
dunkin_glazed_donut,Dunkin' Glazed Donut,Earliest label hunt,dunkin_glazed_donut__earliest_verified_label__801__1,fastfoodingredients.com,panel_source_candidate,https://www.fastfoodingredients.com/2008/05/03/dunkin-donuts-glazed-munchkin/,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
gatorade_lemon_lime,Gatorade Lemon-Lime,Earliest label hunt,gatorade_lemon_lime__earliest_verified_label__191__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/24471957900,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hidden_valley_ranch_original,Hidden Valley Original Ranch,Earliest label hunt,hidden_valley_ranch_original__earliest_verified_label__454__2,upcfoodsearch.com,panel_source_candidate,https://upcfoodsearch.com/food-products/ranch-dressing/071100000214/,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
honey_nut_cheerios,Honey Nut Cheerios,1990s bridge,honey_nut_cheerios__1990s__370__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/3214563110,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
honey_nut_cheerios,Honey Nut Cheerios,Earliest label hunt,honey_nut_cheerios__earliest_verified_label__370__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/3214563110,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
hormel_chili_no_beans,Hormel Chili No Beans,Earliest label hunt,hormel_chili_no_beans__earliest_verified_label__677__1,upcfoodsearch.com,panel_source_candidate,https://upcfoodsearch.com/food-products/canned-chili/037600241939/,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
jello_strawberry_gelatin,Jell-O Strawberry Gelatin,Earliest label hunt,jello_strawberry_gelatin__earliest_verified_label__185__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/2629782517,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
froot_loops,Kellogg's Froot Loops,1990s bridge,froot_loops__1990s__330__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/25692985%40N07/3502316339,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
froot_loops,Kellogg's Froot Loops,Earliest label hunt,froot_loops__earliest_verified_label__330__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/25692985%40N07/3502316339,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
frosted_flakes,Kellogg's Frosted Flakes,1990s bridge,frosted_flakes__1990s__405__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/25692985%40N07/3544406888,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
frosted_flakes,Kellogg's Frosted Flakes,Earliest label hunt,frosted_flakes__earliest_verified_label__405__1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/25692985%40N07/3544406888,low,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
