run_id,packet_id,packet_rank,product_id,product_name,priority_tier,lineage_span_label,source_era_rank,vintage_label,version_id,source_domain,source_url,source_title,surface_count,primary_text_rows,support_text_rows,ingredient_panel_evidence_id,nutrition_panel_evidence_id,evidence_ids,image_map_key_count,capture_surface_order,private_paths_needed,ready_for_ocr,verified_ingredient_labels,recommended_next_action,done_when,claim_gate,publication_image_policy,candidate_only,manual_verified
cwa-ingredient-priority-v1,cwa_ingredient_packet_99d7a0607d525c,11,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,1940s-2005,3,1980s,cwa_capture_round_9247ec43d032,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1980s-reeses/,1980s Reese's Peanut Butter Cups source page,5,2,3,cwa_surface_bcf31ae6fd5bd4,cwa_surface_8168d58033c4df,cwa_surface_bcf31ae6fd5bd4;cwa_surface_8168d58033c4df;cwa_surface_0faa72164afe8f;cwa_surface_dd28ff8505e422;cwa_surface_f599b5fa2eb95f,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_759d8e5eb34575,12,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,1940s-2005,4,1991,cwa_capture_round_6df649a46222,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1991-reeses/,1991 Reese's Peanut Butter Cups source page,5,2,3,cwa_surface_39cf422a847979,cwa_surface_df5993989a6e4b,cwa_surface_39cf422a847979;cwa_surface_df5993989a6e4b;cwa_surface_1b1f2781df71d6;cwa_surface_ba7793d992ecaa;cwa_surface_4aafb6748ecde9,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_d7867c661ce47f,13,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,1940s-2005,5,2002,cwa_capture_round_f6826951082d,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-reeses/,2002 Reese's Peanut Butter Cups source page,5,2,3,cwa_surface_031d83c3dbd59e,cwa_surface_375e91cfe4931b,cwa_surface_031d83c3dbd59e;cwa_surface_375e91cfe4931b;cwa_surface_87e7930fc9ae95;cwa_surface_4f8c020926ee6e;cwa_surface_494bf2ec912f83,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_0a3cbee10cb537,14,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,1940s-2005,6,2003,cwa_capture_round_449a4deb637a,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2003-reeses/,2003 Reese's Peanut Butter Cups source page,5,2,3,cwa_surface_cd18a160cd966e,cwa_surface_0f7bbe724b67ba,cwa_surface_cd18a160cd966e;cwa_surface_0f7bbe724b67ba;cwa_surface_bf02be703135ca;cwa_surface_7cff970e120afc;cwa_surface_7f76dde4acc4d2,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_0393e54e2ea22e,15,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,1940s-2005,7,2005,cwa_capture_round_997c1a4e1949,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2005-reeses/,2005 Reese's Peanut Butter Cups source page,5,2,3,cwa_surface_a1d39772267f32,cwa_surface_80dc199d739cc1,cwa_surface_a1d39772267f32;cwa_surface_80dc199d739cc1;cwa_surface_e7bf662c6b72b1;cwa_surface_ac0e8b821632f3;cwa_surface_90f44ca6589e55,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_9fb01f34256aef,16,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,1908-1960s,1,1908,cwa_capture_round_0116a57afe0f,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1908-hershey-wrapper/,1908 Hershey's Milk Chocolate Bar source page,5,2,3,cwa_surface_0a9fae33f7f4ee,cwa_surface_6e41e940f11522,cwa_surface_0a9fae33f7f4ee;cwa_surface_6e41e940f11522;cwa_surface_ca319afc82ff5b;cwa_surface_2e4f0b3263bad6;cwa_surface_0a4987468d2c81,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_15d2b3cbd91124,17,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,1908-1960s,2,1910,cwa_capture_round_cd0e7345f0d1,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1910-hershey/,1910 Hershey's Milk Chocolate Bar source page,5,2,3,cwa_surface_99c927d1601798,cwa_surface_680242000dbc33,cwa_surface_99c927d1601798;cwa_surface_680242000dbc33;cwa_surface_e9070e339b1e53;cwa_surface_9c9ba58a51132f;cwa_surface_45c3bc01f82e71,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_c66c147a91bd1a,18,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,1908-1960s,3,1930s,cwa_capture_round_bde01a796e80,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-hershey/,1930s Hershey's Milk Chocolate Bar source page,5,2,3,cwa_surface_210c770b7ee45d,cwa_surface_f1e48b1f07fe1e,cwa_surface_210c770b7ee45d;cwa_surface_f1e48b1f07fe1e;cwa_surface_b9e9911e8765ec;cwa_surface_981b876fdd7906;cwa_surface_1f0a1ee5090953,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_530c22e69b076d,19,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,1908-1960s,4,1940,cwa_capture_round_b60d1747ad76,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940-hershey/,1940 Hershey's Milk Chocolate Bar source page,5,2,3,cwa_surface_836474c5ecb3ab,cwa_surface_6d6f67594ba20b,cwa_surface_836474c5ecb3ab;cwa_surface_6d6f67594ba20b;cwa_surface_71d56ea4fc13b9;cwa_surface_845395b10c3226;cwa_surface_197daaa73c5731,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_bc654d226b4cdf,20,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,1908-1960s,5,1950s,cwa_capture_round_9e76a7bca726,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-hershey/,1950s Hershey's Milk Chocolate Bar source page,5,2,3,cwa_surface_2b941770eb841c,cwa_surface_17b90b0b42f85c,cwa_surface_2b941770eb841c;cwa_surface_17b90b0b42f85c;cwa_surface_05fee2dd539f80;cwa_surface_628c60635abbdc;cwa_surface_f7423190199f8f,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_d67b9cdf3eeee1,21,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,dense_lineage_first,1908-1960s,6,1960s,cwa_capture_round_a44e3ee9ad86,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-hershey/,1960s Hershey's Milk Chocolate Bar source page,5,2,3,cwa_surface_bc6e78979f4624,cwa_surface_8b0ef422af9a79,cwa_surface_bc6e78979f4624;cwa_surface_8b0ef422af9a79;cwa_surface_d80e2952290e5e;cwa_surface_618d424651d432;cwa_surface_3dd00fbad58ec6,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_bf9e7268606c82,22,kit_kat_bar,Kit Kat Bar,multi_era_lineage,1960s-2007,1,1960s,cwa_capture_round_c8e3e7ac0913,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-kit-kat/,1960s Kit Kat Bar source page,5,2,3,cwa_surface_d95b57ecc9cc56,cwa_surface_7cb3c3011e50b5,cwa_surface_d95b57ecc9cc56;cwa_surface_7cb3c3011e50b5;cwa_surface_96ac86bb78e511;cwa_surface_e7ad84c88ca058;cwa_surface_47f3f199d7df53,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_682ccb64aed667,23,kit_kat_bar,Kit Kat Bar,multi_era_lineage,1960s-2007,2,1970s,cwa_capture_round_66d33df4c45c,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1970s-kit-kat/,1970s Kit Kat Bar source page,5,2,3,cwa_surface_1a7f0aaf8af064,cwa_surface_8385705f7055c8,cwa_surface_1a7f0aaf8af064;cwa_surface_8385705f7055c8;cwa_surface_61dff2b370e9f7;cwa_surface_5700420d1993ad;cwa_surface_1620c3a5bb78ab,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_26eff3b8ba9993,24,kit_kat_bar,Kit Kat Bar,multi_era_lineage,1960s-2007,3,2000,cwa_capture_round_ad589fa515c8,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,2000 Kit Kat Bar source page,5,2,3,cwa_surface_af47e1cbe41d42,cwa_surface_f00a169092ba2c,cwa_surface_af47e1cbe41d42;cwa_surface_f00a169092ba2c;cwa_surface_5de55960a0cbda;cwa_surface_889b5f4055565c;cwa_surface_d4cc5dbc27066b,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_465943270b2630,25,kit_kat_bar,Kit Kat Bar,multi_era_lineage,1960s-2007,4,2002,cwa_capture_round_1a504b43c6d5,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,2002 Kit Kat Bar source page,5,2,3,cwa_surface_5df9cded5cf949,cwa_surface_4ec6857838d4e6,cwa_surface_5df9cded5cf949;cwa_surface_4ec6857838d4e6;cwa_surface_7c9e678b08f9d4;cwa_surface_73348d446a03d3;cwa_surface_9418ddbc8297b0,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_da1651af787730,26,kit_kat_bar,Kit Kat Bar,multi_era_lineage,1960s-2007,5,2006,cwa_capture_round_3134983b023d,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2006-kit-kat/,2006 Kit Kat Bar source page,5,2,3,cwa_surface_0f4fb4cf3d456c,cwa_surface_6b65bdd91e9611,cwa_surface_0f4fb4cf3d456c;cwa_surface_6b65bdd91e9611;cwa_surface_9c5c75da0da24a;cwa_surface_7e925ed008e4f8;cwa_surface_baafc157bad9d7,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-priority-v1,cwa_ingredient_packet_373b0e85d855ec,27,kit_kat_bar,Kit Kat Bar,multi_era_lineage,1960s-2007,6,2007,cwa_capture_round_7ea03b5bae43,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2007-kit-kat/,2007 Kit Kat Bar source page,5,2,3,cwa_surface_7bc042dee88127,cwa_surface_1671da08f64fcc,cwa_surface_7bc042dee88127;cwa_surface_1671da08f64fcc;cwa_surface_931fb577211f8b;cwa_surface_0dd4d0c790f90e;cwa_surface_e9300d179fbb88,20,ingredient_panel;nutrition_panel;wrapper_back_or_side;net_weight;maker_or_date,5,0,0,"Open this source page once, privately crop ingredient and nutrition panels first, then capture supporting back/side, weight, and maker/date text if visible.",All visible text surfaces from this source page have private crop paths or explicit no-readable-surface notes; readable crops can then enter native OCR.,blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
