product_id,evidence_id,source_url,source_title,source_owner,claimed_product_date,public_image_url,thumbnail_url,rights_status,license_url,attribution_text,reviewer,reviewed_at,image_display_policy,review_notes
frenchs_yellow_mustard,frenchs_yellow_mustard__2000s__811__1,https://commons.wikimedia.org/wiki/File:French%27s_classic_yellow_mustard.jpg,"French's classic yellow mustard bottle photo, 2006 - Wikimedia Commons",Wikimedia Commons / User:Aeæ~commonswiki,"Observed in current web search on 2026-06-05; Commons result includes file date, author, own-work source, and license metadata.; Commons DateTimeOriginal 21 May 2006 (according to Exif data); product/package date not independently verified by image import",https://upload.wikimedia.org/wikipedia/commons/f/f7/French%27s_classic_yellow_mustard.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/French%27s_classic_yellow_mustard.jpg/960px-French%27s_classic_yellow_mustard.jpg,Wikimedia Commons CC BY-SA 3.0 / Creative Commons Attribution-Share Alike 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"User:Aeæ~commonswiki / Own work via Wikimedia Commons, CC BY-SA 3.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
frenchs_yellow_mustard,frenchs_yellow_mustard__earliest_verified_label__811__1,https://commons.wikimedia.org/wiki/File:French%27s_classic_yellow_mustard.jpg,"French's classic yellow mustard bottle photo, 2006 - Wikimedia Commons",Wikimedia Commons / User:Aeæ~commonswiki,"Observed in current web search on 2026-06-05; Commons result includes file date, author, own-work source, and license metadata.; Commons DateTimeOriginal 21 May 2006 (according to Exif data); product/package date not independently verified by image import",https://upload.wikimedia.org/wikipedia/commons/f/f7/French%27s_classic_yellow_mustard.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/French%27s_classic_yellow_mustard.jpg/960px-French%27s_classic_yellow_mustard.jpg,Wikimedia Commons CC BY-SA 3.0 / Creative Commons Attribution-Share Alike 3.0,http://creativecommons.org/licenses/by-sa/3.0/,"User:Aeæ~commonswiki / Own work via Wikimedia Commons, CC BY-SA 3.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
gatorade_lemon_lime,gatorade_lemon_lime__1980s_or_earlier__660__2,https://commons.wikimedia.org/wiki/File%3AGatoradeOriginalGlassBottle.jpg,Gatorade original-era glass bottle image - Wikimedia Commons,Wikimedia Commons / Jeff Taylor,Observed in current web search on 2026-06-05.; Commons DateTimeOriginal 2011-01-24 11:03:56; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Jeff Taylor / Flickr : GatoradeOriginalGlassBottle via Wikimedia Commons, CC BY-SA 2.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
gatorade_lemon_lime,gatorade_lemon_lime__earliest_verified_label__660__4,https://commons.wikimedia.org/wiki/File%3AGatoradeOriginalGlassBottle.jpg,Gatorade original-era glass bottle image - Wikimedia Commons,Wikimedia Commons / Jeff Taylor,Observed in current web search on 2026-06-05.; Commons DateTimeOriginal 2011-01-24 11:03:56; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1f/GatoradeOriginalGlassBottle.jpg,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Jeff Taylor / Flickr : GatoradeOriginalGlassBottle via Wikimedia Commons, CC BY-SA 2.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
hersheys_milk_chocolate_bar,hersheys_milk_chocolate_bar__2000s__152__2,https://commons.wikimedia.org/wiki/File%3AHershey%27s_Milk_Chocolate_wrapper_%282002%29.jpg,"Hershey's Milk Chocolate Wrapper, 2002 - Wikimedia Commons",Wikimedia Commons / Hershey Company,2000-01-01..2009-12-31; Commons DateTimeOriginal 2002-09-01; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hershey%27s_Milk_Chocolate_wrapper_%282002%29.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hershey%27s_Milk_Chocolate_wrapper_%282002%29.jpg,Wikimedia Commons Public domain,,"Hershey Company / http://www.mikescandywrappers.com/photos/hersheys0902.jpg via Wikimedia Commons, Public domain",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
hostess_cupcakes,hostess_cupcakes__2010s__970__1,https://commons.wikimedia.org/wiki/File%3AHostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg,Wikimedia Commons Hostess and 7-Eleven Chocolate Cupcakes photo,Wikimedia Commons / Willis Lam,Observed in current web search on 2026-06-05; file page identifies Hostess and 7-Eleven Chocolate Cupcakes photo metadata.; Commons DateTimeOriginal 2015-06-13 00:22; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/1/1d/Hostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Hostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg/960px-Hostess_and_7-Eleven_Chocolate_Cupcakes_%2818772520972%29.jpg,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Willis Lam / Hostess and 7-Eleven Chocolate Cupcakes via Wikimedia Commons, CC BY-SA 2.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
jif_creamy_peanut_butter,jif_creamy_peanut_butter__2010s__187__1,https://commons.wikimedia.org/wiki/File%3AJif_Peanut_Butter_-_14938583767.jpg,Jif Creamy Peanut Butter Jar Photo - Wikimedia Commons,Wikimedia Commons / Mike Mozart,2010-01-01..2019-12-31; Commons DateTimeOriginal 2014-09-01 23:12:57; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/9/94/Jif_Peanut_Butter_-_14938583767.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Jif_Peanut_Butter_-_14938583767.jpg/960px-Jif_Peanut_Butter_-_14938583767.jpg,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,https://creativecommons.org/licenses/by/2.0,"Mike Mozart / https://www.flickr.com/photos/jeepersmedia/14938583767/ via Wikimedia Commons, CC BY 2.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
mountain_dew_original,mountain_dew_original__2000s__994__1,https://commons.wikimedia.org/wiki/File%3AGlass_Mountain_Dew_Bottle_%2822101626%29.jpg,Wikimedia Commons glass Mountain Dew bottle photo,"Wikimedia Commons / Jeramey Jannene from Milwaukee, WI, United States of America",Observed in current web search on 2026-06-05; file page records photo date 8 August 2003 and Flickr source metadata.; Commons DateTimeOriginal 2003-08-08 21:20; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/2/21/Glass_Mountain_Dew_Bottle_%2822101626%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Glass_Mountain_Dew_Bottle_%2822101626%29.jpg/960px-Glass_Mountain_Dew_Bottle_%2822101626%29.jpg,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,https://creativecommons.org/licenses/by/2.0,"Jeramey Jannene from Milwaukee, WI, United States of America / Glass Mountain Dew Bottle via Wikimedia Commons, CC BY 2.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
philadelphia_cream_cheese_original,philadelphia_cream_cheese_original__earliest_verified_label__1063__2,https://commons.wikimedia.org/wiki/File%3AKraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg,"Kraft Philadelphia Brand Cream Cheese, 1948 - Wikimedia Commons",Wikimedia Commons / Internet Archive Book Images,1948 source date; page crawled 2026-06; Commons DateTimeOriginal 1948; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/1/18/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg/960px-Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948.jpg,Wikimedia Commons No restrictions / No known copyright restrictions,https://www.flickr.com/commons/usage/,"Internet Archive Book Images / https://www.flickr.com/photos/internetarchivebookimages/14579882757/ Source book page: https://archive.org/stream/ladieshomejourna65janwyet/ladieshomejourna65janwyet#page/n538/mode/1up via Wikimedia Commons, No restrictions",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
philadelphia_cream_cheese_original,philadelphia_cream_cheese_original__earliest_verified_label__212__1,https://commons.wikimedia.org/wiki/File%3AKraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg,"Kraft Philadelphia Brand Cream Cheese Advertisement, 1948 - Wikimedia Commons",Wikimedia Commons / Internet Archive Book Images,earliest_verified_label; Commons DateTimeOriginal 1948; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/3/39/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg/960px-Kraft_Philadelphia_Brand_Cream_Cheese%2C_1948_%282%29.jpg,Wikimedia Commons No restrictions / No known copyright restrictions,https://www.flickr.com/commons/usage/,"Internet Archive Book Images / https://www.flickr.com/photos/internetarchivebookimages/14581721927/ Source book page: https://archive.org/stream/ladieshomejourna65janwyet/ladieshomejourna65janwyet#page/n1218/mode/1up via Wikimedia Commons, No restrictions",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
quaker_old_fashioned_oats,quaker_old_fashioned_oats__1980s_or_earlier__664__1,https://commons.wikimedia.org/wiki/File%3AQuaker_Oats_%283092914571%29.jpg,Quaker Oats package photo - Wikimedia Commons,Wikimedia Commons / Miami U. Libraries - Digital Collections,"Observed in current web search on 2026-06-05.; Commons DateTimeOriginal circa 1900 date QS:P,+1900-00-00T00:00:00Z/9,P1480,Q5727902; product/package date not independently verified by image import",https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,Wikimedia Commons Public domain,,"Miami U. Libraries - Digital Collections / https://www.flickr.com/photos/muohio_digital_collections/3092914571/ via Wikimedia Commons, Public domain",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
quaker_old_fashioned_oats,quaker_old_fashioned_oats__earliest_verified_label__664__2,https://commons.wikimedia.org/wiki/File%3AQuaker_Oats_%283092914571%29.jpg,Quaker Oats package photo - Wikimedia Commons,Wikimedia Commons / Miami U. Libraries - Digital Collections,"Observed in current web search on 2026-06-05.; Commons DateTimeOriginal circa 1900 date QS:P,+1900-00-00T00:00:00Z/9,P1480,Q5727902; product/package date not independently verified by image import",https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1e/Quaker_Oats_%283092914571%29.jpg,Wikimedia Commons Public domain,,"Miami U. Libraries - Digital Collections / https://www.flickr.com/photos/muohio_digital_collections/3092914571/ via Wikimedia Commons, Public domain",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
spam_classic,spam_classic__current_2020s__189__6,https://commons.wikimedia.org/wiki/File%3AGiant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg,"Giant SPAM Can, SPAM Museum - Wikimedia Commons","Wikimedia Commons / Lorie Shaull from Washington, United States",>= 2020-01-01; Commons DateTimeOriginal 2017-04-29 07:40; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/7/72/Giant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Giant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg/960px-Giant_Spam_Can%2C_SPAM_Museum%2C_Austin_MN_%2834206815801%29.jpg,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,https://creativecommons.org/licenses/by-sa/2.0,"Lorie Shaull from Washington, United States / Giant Spam Can, SPAM Museum, Austin MN via Wikimedia Commons, CC BY-SA 2.0",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
subway_italian_bmt,subway_italian_bmt__2010s__945__1,https://commons.wikimedia.org/wiki/File%3A%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,Wikimedia Commons Subway US Product Ingredient Guide April 2020 PDF,Wikimedia Commons / Subway,Observed in current web search on 2026-06-05; result identifies April 2020 Subway U.S. ingredients list and an archived source URL.; Commons DateTimeOriginal 2020-04; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/5/58/%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf/page1-960px-%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf.jpg,Wikimedia Commons Public domain,,"Subway / https://web.archive.org/save/https://www.subway.com/~/media/USA/Documents/Nutrition/usProdIngredients.pdf via Wikimedia Commons, Public domain",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
subway_italian_bmt,subway_italian_bmt__earliest_verified_label__945__1,https://commons.wikimedia.org/wiki/File%3A%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,Wikimedia Commons Subway US Product Ingredient Guide April 2020 PDF,Wikimedia Commons / Subway,Observed in current web search on 2026-06-05; result identifies April 2020 Subway U.S. ingredients list and an archived source URL.; Commons DateTimeOriginal 2020-04; product/package date not independently verified by image import,https://upload.wikimedia.org/wikipedia/commons/5/58/%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf/page1-960px-%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf.jpg,Wikimedia Commons Public domain,,"Subway / https://web.archive.org/save/https://www.subway.com/~/media/USA/Documents/Nutrition/usProdIngredients.pdf via Wikimedia Commons, Public domain",codex_commons_metadata_import,2026-06-07,embed_rights_cleared,"Imported from Wikimedia Commons API metadata for URL, license, attribution, and source page. Use as source-attributable photo/context proof only; not ingredient-label verification."
